forecast_origin,target_month,realized_target,model,forecast,signed_error,absolute_error,squared_error,origin_cutoff,source_vintage_lineage,evidence_class,pit_status,model_version
2023-12,2024-01,2034,DMA,2043.35603247,9.35603246636,9.35603246636,87.5353435116,2023-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-12,2024-01,2034,DMS,2034.2950207,0.295020701225,0.295020701225,0.0870372141516,2023-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-12,2024-01,2034,IDMA,2046.07891059,12.0789105875,12.0789105875,145.900080981,2023-12-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2023-12,2024-01,2034,MOMENTUM,2064.26435983,30.2643598334,30.2643598334,915.931476128,2023-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-12,2024-01,2034,PATCH,2003.06583252,-30.934167478,30.934167478,956.922717556,2023-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-12,2024-01,2034,RW,2026,-8,8,64,2023-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2023-12,2024-01,2034,VW,2055.80938968,21.8093896793,21.8093896793,475.649478182,2023-12-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-01,2024-02,2023,DMA,2040.52467236,17.5246723583,17.5246723583,307.114141267,2024-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-01,2024-02,2023,DMS,2045.648983,22.6489830029,22.6489830029,512.976431067,2024-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-01,2024-02,2023,IDMA,2039.22867921,16.2286792075,16.2286792075,263.370028819,2024-01-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-01,2024-02,2023,MOMENTUM,2075.09264951,52.092649507,52.092649507,2713.64413266,2024-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-01,2024-02,2023,PATCH,2037.49474632,14.4947463196,14.4947463196,210.09767087,2024-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-01,2024-02,2023,RW,2034,11,11,121,2024-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-01,2024-02,2023,VW,2036.8704302,13.8704302042,13.8704302042,192.388834051,2024-01-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-02,2024-03,2158,DMA,2028.38090231,-129.619097693,129.619097693,16801.1104868,2024-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-02,2024-03,2158,DMS,2031.22837496,-126.771625041,126.771625041,16071.0449156,2024-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-02,2024-03,2158,IDMA,2027.39161253,-130.608387468,130.608387468,17058.5508771,2024-02-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-02,2024-03,2158,MOMENTUM,2036.29108251,-121.70891749,121.70891749,14813.0605967,2024-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-02,2024-03,2158,PATCH,2050.32367675,-107.676323253,107.676323253,11594.1905894,2024-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-02,2024-03,2158,RW,2023,-135,135,18225,2024-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-02,2024-03,2158,VW,2019.72764791,-138.27235209,138.27235209,19119.2433524,2024-02-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-03,2024-04,2331,DMA,2166.04047957,-164.959520427,164.959520427,27211.6433795,2024-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-03,2024-04,2331,DMS,2166.92009347,-164.079906526,164.079906526,26922.2157256,2024-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-03,2024-04,2331,IDMA,2165.59440448,-165.40559552,165.40559552,27359.0110295,2024-03-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-03,2024-04,2331,MOMENTUM,2204.95317399,-126.046826013,126.046826013,15887.802348,2024-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-03,2024-04,2331,PATCH,2221.59220848,-109.407791519,109.407791519,11970.0648451,2024-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-03,2024-04,2331,RW,2158,-173,173,29929,2024-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-03,2024-04,2331,VW,2204.51312323,-126.486876767,126.486876767,15998.9299943,2024-03-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-04,2024-05,2351,DMA,2340.04960367,-10.9503963291,10.9503963291,119.911179764,2024-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-04,2024-05,2351,DMS,2346.63116726,-4.36883273865,4.36883273865,19.0866994983,2024-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-04,2024-05,2351,IDMA,2338.47900616,-12.5209938376,12.5209938376,156.775286682,2024-04-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-04,2024-05,2351,MOMENTUM,2440.93876619,89.9387661944,89.9387661944,8088.98166458,2024-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-04,2024-05,2351,PATCH,2351.00023755,0.000237545209075,0.000237545209075,5.64277263543e-08,2024-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-04,2024-05,2351,RW,2331,-20,20,400,2024-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-04,2024-05,2351,VW,2340.59872785,-10.4012721508,10.4012721508,108.186462356,2024-04-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-05,2024-06,2326,DMA,2360.32871495,34.3287149543,34.3287149543,1178.46067041,2024-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-05,2024-06,2326,DMS,2358.4416745,32.4416744958,32.4416744958,1052.46224409,2024-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-05,2024-06,2326,IDMA,2360.38554731,34.385547312,34.385547312,1182.36586394,2024-05-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-05,2024-06,2326,MOMENTUM,2472.84402713,146.844027125,146.844027125,21563.1683023,2024-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-05,2024-06,2326,PATCH,2366.19401709,40.1940170926,40.1940170926,1615.55901004,2024-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-05,2024-06,2326,RW,2351,25,25,625,2024-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-05,2024-06,2326,VW,2367.82906278,41.8290627777,41.8290627777,1749.67049286,2024-05-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-06,2024-07,2398,DMA,2332.51135553,-65.4886444682,65.4886444682,4288.76255428,2024-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-06,2024-07,2398,DMS,2335.05771977,-62.9422802272,62.9422802272,3961.7306402,2024-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-06,2024-07,2398,IDMA,2331.45639524,-66.5436047615,66.5436047615,4428.05133465,2024-06-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-06,2024-07,2398,MOMENTUM,2386.56365674,-11.4363432571,11.4363432571,130.789947095,2024-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-06,2024-07,2398,PATCH,2342.6921348,-55.3078652027,55.3078652027,3058.95995328,2024-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-06,2024-07,2398,RW,2326,-72,72,5184,2024-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-06,2024-07,2398,VW,2323.41706954,-74.5829304607,74.5829304607,5562.61351611,2024-06-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-07,2024-08,2470,DMA,2406.58501222,-63.4149877835,63.4149877835,4021.46067558,2024-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-07,2024-08,2470,DMS,2406.19025493,-63.8097450676,63.8097450676,4071.6835656,2024-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-07,2024-08,2470,IDMA,2406.22358732,-63.7764126805,63.7764126805,4067.43081439,2024-07-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-07,2024-08,2470,MOMENTUM,2421.10126403,-48.898735973,48.898735973,2391.08637976,2024-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-07,2024-08,2470,PATCH,2446.59244646,-23.4075535355,23.4075535355,547.913562518,2024-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-07,2024-08,2470,RW,2398,-72,72,5184,2024-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-07,2024-08,2470,VW,2443.55247623,-26.4475237726,26.4475237726,699.4715137,2024-07-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-08,2024-09,2571,DMA,2502.60311731,-68.3968826939,68.3968826939,4678.13356224,2024-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-08,2024-09,2571,DMS,2491.53205043,-79.4679495654,79.4679495654,6315.15500813,2024-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-08,2024-09,2571,IDMA,2507.14526939,-63.8547306094,63.8547306094,4077.42662119,2024-08-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-08,2024-09,2571,MOMENTUM,2511.4512734,-59.5487266027,59.5487266027,3546.05084001,2024-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-08,2024-09,2571,PATCH,2499.97867204,-71.0213279567,71.0213279567,5044.02902474,2024-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-08,2024-09,2571,RW,2470,-101,101,10201,2024-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-08,2024-09,2571,VW,2515.86020852,-55.1397914772,55.1397914772,3040.39660415,2024-08-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-09,2024-10,2690,DMA,2593.41400869,-96.5859913097,96.5859913097,9328.85371727,2024-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-09,2024-10,2690,DMS,2582.71680732,-107.283192681,107.283192681,11509.6834319,2024-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-09,2024-10,2690,IDMA,2596.43750991,-93.5624900856,93.5624900856,8753.93955101,2024-09-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-09,2024-10,2690,MOMENTUM,2658.30270768,-31.697292323,31.697292323,1004.71834061,2024-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-09,2024-10,2690,PATCH,2585.7807422,-104.219257799,104.219257799,10861.6536961,2024-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-09,2024-10,2690,RW,2571,-119,119,14161,2024-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-09,2024-10,2690,VW,2620.76677867,-69.2332213285,69.2332213285,4793.23893552,2024-09-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-10,2024-11,2651,DMA,2701.67592865,50.6759286478,50.6759286478,2568.04974432,2024-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-10,2024-11,2651,DMS,2704.74356775,53.743567754,53.743567754,2888.37107493,2024-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-10,2024-11,2651,IDMA,2700.80118921,49.8011892077,49.8011892077,2480.1584465,2024-10-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-10,2024-11,2651,MOMENTUM,2795.09041035,144.090410352,144.090410352,20762.0463555,2024-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-10,2024-11,2651,PATCH,2739.76785197,88.7678519661,88.7678519661,7879.73154267,2024-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-10,2024-11,2651,RW,2690,39,39,1521,2024-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-10,2024-11,2651,VW,2727.26447499,76.2644749949,76.2644749949,5816.27014625,2024-10-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-11,2024-12,2648,DMA,2645.76520501,-2.23479499404,2.23479499404,4.99430866537,2024-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-11,2024-12,2648,DMS,2664.90767451,16.9076745113,16.9076745113,285.869457379,2024-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-11,2024-12,2648,IDMA,2640.17876673,-7.82123326663,7.82123326663,61.1716898111,2024-11-MONTH_END,c9135f3167a810a754ee2458e846448c2fea7482c511a88c2962d33d38a9a7b2,RETROSPECTIVE_DIAGNOSTIC_NOT_PIT,BLOCKED_PIT,V149_DIAGNOSTIC_RECONSTRUCTION_NOT_CANONICAL_IDENTITY
2024-11,2024-12,2648,MOMENTUM,2715.22316048,67.2231604821,67.2231604821,4518.9533052,2024-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-11,2024-12,2648,PATCH,2632.49002561,-15.5099743898,15.5099743898,240.559305573,2024-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-11,2024-12,2648,RW,2651,3,3,9,2024-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
2024-11,2024-12,2648,VW,2652.42685041,4.42685041384,4.42685041384,19.5970045865,2024-11-MONTH_END,efef3d44ae033808af3770f1dd99a16649a4ac8d1e8ed0fe215adaeb5bff9ebe,FROZEN_REPLAY,PIT_COMPATIBLE_FROZEN_ARTIFACT,CANONICAL_REPLAY
