report_date_as_yyyy_mm_dd,market_and_exchange_names,cftc_contract_market_code,open_interest_all,m_money_positions_long_all,m_money_positions_short_all,date,mm_net,mm_net_oi,chg4,crowd_pct,unwind4_pct
2022-05-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,571447,123931,61939,2022-05-10,61992,0.10848250143932858,-0.0941094288146882,0.08333333333333333,0.9743589743589743
2022-05-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,555756,115572,72212,2022-05-17,43360,0.07801985043796199,-0.09803308400941475,0.03205128205128205,0.9743589743589743
2022-05-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,530098,121174,60117,2022-05-24,61057,0.11518058924953499,-0.030246412193673425,0.09615384615384616,0.6987179487179487
2022-05-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,513722,112731,61938,2022-05-31,50793,0.09887254195849117,-0.02218748041674548,0.0641025641025641,0.6410256410256411
2022-06-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,494130,115215,57684,2022-06-07,57531,0.1164288749924109,0.007946373553082323,0.10256410256410256,0.41025641025641024
2022-06-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,497456,109111,72206,2022-06-14,36905,0.07418746582612332,-0.003832384611838671,0.019230769230769232,0.4935897435897436
2022-06-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500276,113220,63417,2022-06-21,49803,0.09955104782160247,-0.01562954142793252,0.07692307692307693,0.5961538461538461
2022-06-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,497005,110850,74748,2022-06-28,36102,0.07263910825846823,-0.026233433700022943,0.01282051282051282,0.6602564102564102
2022-07-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,498210,103472,86438,2022-07-05,17034,0.03419040163786355,-0.08223847335454736,0.0,0.9551282051282052
2022-07-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,542493,91669,97802,2022-07-12,-6133,-0.011305214998165876,-0.0854926808242892,0.0,0.9551282051282052
2022-07-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,524786,91056,109794,2022-07-19,-18738,-0.0357059830102175,-0.13525703083181997,0.0,1.0
2022-07-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,487515,92216,111309,2022-07-26,-19093,-0.039163923161338626,-0.11180303141980685,0.0,0.9935897435897436
2022-08-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459649,96634,80779,2022-08-02,15855,0.034493711505953456,0.0003033098680899071,0.02564102564102564,0.41025641025641024
2022-08-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,453540,100013,59279,2022-08-09,40734,0.08981346738986638,0.10111868238803226,0.08333333333333333,0.03205128205128205
2022-08-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,453960,96765,60392,2022-08-16,36373,0.08012379945369637,0.11582978246391387,0.07051282051282051,0.00641025641025641
2022-08-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,457762,95850,73739,2022-08-23,22111,0.04830239294655301,0.08746631610789163,0.03205128205128205,0.057692307692307696
2022-08-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459165,91761,79973,2022-08-30,11788,0.025672688467108774,-0.008821023038844682,0.019230769230769232,0.48717948717948717
2022-09-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,465908,85842,92804,2022-09-06,-6962,-0.01494286425646265,-0.10475633164632903,0.01282051282051282,0.9743589743589743
2022-09-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,463674,80300,98637,2022-09-13,-18337,-0.039547181856217944,-0.11967098130991431,0.0,0.9935897435897436
2022-09-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469395,78544,115239,2022-09-20,-36695,-0.07817509773218717,-0.12647749067874017,0.0,0.9935897435897436
2022-09-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,457061,74171,117265,2022-09-27,-43094,-0.09428500790922875,-0.11995769637633752,0.0,0.9871794871794872
2022-10-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,437065,82806,89681,2022-10-04,-6875,-0.015729925754750438,-0.0007870614982877881,0.03205128205128205,0.4166666666666667
2022-10-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431395,78365,83945,2022-10-11,-5580,-0.012934781348879798,0.026612400507338145,0.04487179487179487,0.20512820512820512
2022-10-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,434701,73344,99042,2022-10-18,-25698,-0.05911649616633042,0.019058601565856752,0.01282051282051282,0.2564102564102564
2022-10-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,456072,72016,110804,2022-10-25,-38788,-0.08504797488115912,0.009237033028069636,0.00641025641025641,0.358974358974359
2022-11-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,467276,78213,119614,2022-11-01,-41401,-0.08860074131776509,-0.07287081556301465,0.00641025641025641,0.8974358974358975
2022-11-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,488471,88059,104405,2022-11-08,-16346,-0.03346360377586387,-0.02052882242698407,0.05128205128205128,0.6025641025641025
2022-11-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,495171,95065,69608,2022-11-15,25457,0.05141052282948719,0.1105270189958176,0.10897435897435898,0.02564102564102564
2022-11-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,449542,92161,72730,2022-11-22,19431,0.04322399241895084,0.12827196730010995,0.10256410256410256,0.00641025641025641
2022-11-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,433661,88032,73312,2022-11-29,14720,0.03394356421259924,0.12254430553036433,0.08974358974358974,0.01282051282051282
2022-12-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,422100,93629,70142,2022-12-06,23487,0.05564321250888415,0.08910681628474801,0.1282051282051282,0.07051282051282051
2022-12-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,437040,103737,66288,2022-12-13,37449,0.08568780889621087,0.034277286066723686,0.1794871794871795,0.1987179487179487
2022-12-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436653,104813,65718,2022-12-20,39095,0.08953333653954056,0.046309344120589714,0.19230769230769232,0.16666666666666666
2022-12-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,440040,106983,56106,2022-12-27,50877,0.11561903463321516,0.08167547042061592,0.28205128205128205,0.08974358974358974
2023-01-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,449393,109140,54559,2023-01-03,54581,0.12145494033062375,0.06581172782173961,0.3269230769230769,0.10256410256410256
2023-01-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,481519,116604,54795,2023-01-10,61809,0.12836253605776718,0.042674727161556306,0.34615384615384615,0.19230769230769232
2023-01-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,491818,124222,54845,2023-01-17,69377,0.14106234420049693,0.051529007660956375,0.41025641025641024,0.14743589743589744
2023-01-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,499927,131501,51622,2023-01-24,79879,0.15978132807389878,0.04416229344068362,0.5,0.1987179487179487
2023-01-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,471642,138125,53678,2023-01-31,84447,0.17904893966186217,0.05759399933123842,0.6474358974358975,0.12179487179487179
2023-02-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,439755,115521,55945,2023-02-07,59576,0.135475435185501,0.007112899127733829,0.38461538461538464,0.4358974358974359
2023-02-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,426116,106106,64933,2023-02-14,41173,0.09662392400191497,-0.04443842019858196,0.22435897435897437,0.75
2023-02-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,422648,104710,68004,2023-02-21,36706,0.08684768412485094,-0.07293364394904783,0.19230769230769232,0.8974358974358975
2023-02-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,426890,99425,72850,2023-02-28,26575,0.06225257091990911,-0.11679636874195307,0.14102564102564102,0.9743589743589743
2023-03-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,458474,103439,89040,2023-03-07,14399,0.03140636110226534,-0.10406907408323567,0.08974358974358974,0.9423076923076923
2023-03-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,459064,118560,58839,2023-03-14,59721,0.13009297178606904,0.03346904778415408,0.3782051282051282,0.24358974358974358
2023-03-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469874,125090,43861,2023-03-21,81229,0.17287400452036078,0.08602632039550984,0.6282051282051282,0.08974358974358974
2023-03-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,478611,130530,31370,2023-03-28,99160,0.20718286875980702,0.14493029783989791,0.8461538461538461,0.0
2023-04-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,476592,142348,32217,2023-04-04,110131,0.2310802531305603,0.19967389202829494,0.9102564102564102,0.0
2023-04-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,476567,135015,30409,2023-04-11,104606,0.21949904210740567,0.08940607032133663,0.8846153846153846,0.08333333333333333
2023-04-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,482254,137170,34474,2023-04-18,102696,0.21295002218747797,0.040076017667117186,0.8653846153846154,0.23076923076923078
2023-04-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,473209,135979,33176,2023-04-25,102803,0.21724650207413637,0.010063633314329357,0.8782051282051282,0.4166666666666667
2023-05-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,493804,143191,29401,2023-05-02,113790,0.23043555742764335,-0.0006446957029169476,0.9294871794871795,0.46794871794871795
2023-05-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,518951,143463,32477,2023-05-09,110986,0.21386604901040754,-0.0056329930969981346,0.8782051282051282,0.5128205128205128
2023-05-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,521832,139786,35803,2023-05-16,103983,0.19926528078002115,-0.013684741407456819,0.8141025641025641,0.5705128205128205
2023-05-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,479080,128550,35411,2023-05-23,93139,0.194412206729565,-0.022834295344571376,0.8012820512820513,0.6346153846153846
2023-05-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,449515,122904,36201,2023-05-30,86703,0.19288121642214387,-0.03755434100549948,0.8012820512820513,0.717948717948718
2023-06-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436301,120985,27557,2023-06-06,93428,0.21413657085360793,0.0002705218432003942,0.8974358974358975,0.46153846153846156
2023-06-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,432898,110512,35869,2023-06-13,74643,0.1724262990358006,-0.026838981744220558,0.6282051282051282,0.6730769230769231
2023-06-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,438037,110314,34275,2023-06-20,76039,0.1735903588053064,-0.02082184792425859,0.6538461538461539,0.6282051282051282
2023-06-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431861,108209,38534,2023-06-27,69675,0.161336633777998,-0.03154458264414586,0.5576923076923077,0.7051282051282052
2023-07-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,448063,123017,39869,2023-07-03,83148,0.18557211820659147,-0.02856445264701646,0.7692307692307693,0.6794871794871795
2023-07-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,483170,124394,41951,2023-07-11,82443,0.1706293851025519,-0.0017969139332486839,0.6346153846153846,0.46794871794871795
2023-07-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,482104,147644,32326,2023-07-18,115318,0.2391973516087815,0.0656069928034751,0.9935897435897436,0.1346153846153846
2023-07-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,476176,132603,37316,2023-07-25,95287,0.20010878330701254,0.03877214952901453,0.8589743589743589,0.24358974358974358
2023-08-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,439383,123802,43793,2023-08-01,80009,0.1820939817880983,-0.0034781364184931773,0.7564102564102564,0.4935897435897436
2023-08-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,427759,114585,55979,2023-08-08,58606,0.13700705303687358,-0.03362233206567833,0.42948717948717946,0.717948717948718
2023-08-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,433611,113146,83610,2023-08-15,29536,0.06811635313679773,-0.17108099847198377,0.16025641025641027,1.0
2023-08-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,430239,105085,95976,2023-08-22,9109,0.021171953263186275,-0.17893683004382627,0.08333333333333333,1.0
2023-08-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,442806,120609,81367,2023-08-29,39242,0.08862120206139935,-0.09347277972669894,0.22435897435897437,0.8974358974358975
2023-09-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,438672,120222,69857,2023-09-05,50365,0.11481243389138127,-0.02219461914549231,0.32051282051282054,0.6410256410256411
2023-09-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,441221,117737,83166,2023-09-12,34571,0.07835302490135329,0.01023667176455556,0.1987179487179487,0.391025641025641
2023-09-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,438078,121172,73782,2023-09-19,47390,0.10817708261999005,0.08700512935680378,0.3076923076923077,0.10897435897435898
2023-09-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,435620,114668,91230,2023-09-26,23438,0.05380377393140811,-0.034817428129991244,0.14102564102564102,0.717948717948718
2023-10-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,431226,100500,108061,2023-10-03,-7561,-0.017533729413347063,-0.13234616330472831,0.057692307692307696,0.9807692307692307
2023-10-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436499,93934,120701,2023-10-10,-26767,-0.06132201906533578,-0.13967504396668906,0.02564102564102564,0.9871794871794872
2023-10-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,439581,104708,89605,2023-10-17,15103,0.0343577179177444,-0.07381936470224565,0.1282051282051282,0.8589743589743589
2023-10-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,463476,122456,66708,2023-10-24,55748,0.12028238786905902,0.06647861393765092,0.40384615384615385,0.1346153846153846
2023-10-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,475808,140111,65271,2023-10-31,74840,0.15729033559755196,0.17482406501089903,0.5833333333333334,0.00641025641025641
2023-11-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,484347,140609,62374,2023-11-07,78235,0.16152675664348082,0.2228487757088166,0.6217948717948718,0.0
2023-11-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,486634,132924,68609,2023-11-14,64315,0.13216298080282102,0.09780526288507663,0.4551282051282051,0.09615384615384616
2023-11-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,508429,144381,65246,2023-11-21,79135,0.15564611774702072,0.0353637298779617,0.5833333333333334,0.28846153846153844
2023-11-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,505658,169695,54802,2023-11-28,114893,0.2272148369055765,0.06992450130802455,0.9615384615384616,0.15384615384615385
2023-12-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,487469,159907,50520,2023-12-05,109387,0.22439785914591492,0.0628711025024341,0.9487179487179487,0.1794871794871795
2023-12-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,469939,149634,54106,2023-12-12,95528,0.20327744664733083,0.07111446584450981,0.8653846153846154,0.15384615384615385
2023-12-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,481203,155697,47421,2023-12-19,108276,0.2250110660157979,0.06936494826877718,0.9551282051282052,0.16666666666666666
2023-12-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,491343,152801,46347,2023-12-26,106454,0.21665923804755538,-0.010555598858021126,0.9038461538461539,0.5641025641025641
2024-01-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500364,154384,45235,2024-01-02,109149,0.21813919466628295,-0.00625866447963197,0.9102564102564102,0.532051282051282
2024-01-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,489849,134333,45874,2024-01-09,88459,0.18058422085173187,-0.02269322579559896,0.75,0.6282051282051282
2024-01-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,489334,130931,47702,2024-01-16,83229,0.17008628053640254,-0.05492478547939536,0.6602564102564102,0.8012820512820513
2024-01-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,465872,111298,50265,2024-01-23,61033,0.13100808805852251,-0.08565114998903287,0.4551282051282051,0.8717948717948718
2024-01-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,430328,108093,52069,2024-01-30,56024,0.1301890650852373,-0.08795012958104564,0.4551282051282051,0.8717948717948718
2024-02-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,419121,114316,46247,2024-02-06,68069,0.16240894634246436,-0.01817527450926751,0.6282051282051282,0.5833333333333334
2024-02-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,420812,100642,66466,2024-02-13,34176,0.0812144140376225,-0.08887186649878004,0.23717948717948717,0.8717948717948718
2024-02-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,407063,98840,48917,2024-02-20,49923,0.12264194977190263,-0.00836613828661989,0.4423076923076923,0.5256410256410257
2024-02-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,411195,103885,47732,2024-02-27,56153,0.136560512652148,0.006371447566910687,0.5256410256410257,0.4358974358974359
2024-03-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,471616,145106,35343,2024-03-05,109763,0.23273807504410368,0.07032912870163932,0.9871794871794872,0.16025641025641027
2024-03-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,516057,173994,32911,2024-03-12,141083,0.27338646699880054,0.19217205296117804,1.0,0.01282051282051282
2024-03-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,535047,172588,29692,2024-03-19,142896,0.26707186471468863,0.144429914942786,0.9935897435897436,0.038461538461538464
2024-03-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,503642,163006,27211,2024-03-26,135795,0.26962604389625966,0.13306553124411166,0.9935897435897436,0.04487179487179487
2024-04-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,500045,173073,25993,2024-04-02,147080,0.2941335279824816,0.06139545293837792,1.0,0.22435897435897437
2024-04-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,505214,174617,32885,2024-04-09,141732,0.2805385440625161,0.007152077063715567,0.9935897435897436,0.4551282051282051
2024-04-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,517193,169910,35174,2024-04-16,134736,0.2605139667396891,-0.00655789797499956,0.967948717948718,0.5512820512820513
2024-04-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,516249,176400,34261,2024-04-23,142139,0.27533031540981195,0.005704271513552295,0.9871794871794872,0.46153846153846156
2024-04-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,519791,171853,36826,2024-04-30,135027,0.25977171593967574,-0.03436181204280586,0.9551282051282052,0.7243589743589743
2024-05-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,529835,164780,38681,2024-05-07,126099,0.23799673483254222,-0.04254180922997389,0.9358974358974359,0.7435897435897436
2024-05-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,522952,171868,41433,2024-05-14,130435,0.2494205969190289,-0.01109336982066017,0.9487179487179487,0.5769230769230769
2024-05-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,530591,190605,42082,2024-05-21,148523,0.27991993833291556,0.004589622923103609,0.9871794871794872,0.4551282051282051
2024-05-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,485430,174444,25616,2024-05-28,148828,0.3065900335784768,0.046818317638801066,1.0,0.26282051282051283
2024-06-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,447488,172560,20261,2024-06-04,152299,0.3403420873855835,0.10234535255304131,1.0,0.08974358974358974
2024-06-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,436857,168424,15459,2024-06-11,152965,0.35014890456144687,0.10072830764241797,1.0,0.10256410256410256
2024-06-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,444345,177639,17018,2024-06-18,160621,0.3614781307317512,0.08155819239883566,1.0,0.16666666666666666
2024-06-25T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,452190,174756,16554,2024-06-25,158202,0.3498573608438931,0.04326732726541627,0.9871794871794872,0.30128205128205127
2024-07-02T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,454730,167688,16873,2024-07-02,150815,0.33165834671123523,-0.008683740674348295,0.9743589743589743,0.5576923076923077
2024-07-09T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,516324,181982,24515,2024-07-09,157467,0.3049771073976805,-0.04517179716376635,0.9615384615384616,0.7884615384615384
2024-07-16T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,579862,216502,31970,2024-07-16,184532,0.31823433851502597,-0.04324379221672525,0.967948717948718,0.7692307692307693
2024-07-23T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,572306,197802,34942,2024-07-23,162860,0.28456804576572675,-0.06528931507816632,0.9423076923076923,0.8333333333333334
2024-07-30T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,510914,185586,33222,2024-07-30,152364,0.2982184868686315,-0.033439859842603725,0.9487179487179487,0.7051282051282052
2024-08-06T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,480645,180303,29517,2024-08-06,150786,0.3137159441999813,0.008738836802300753,0.9615384615384616,0.40384615384615385
2024-08-13T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,505872,203844,25929,2024-08-13,177915,0.35169963943448146,0.03346530091945549,0.9935897435897436,0.3333333333333333
2024-08-20T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,532867,222142,28837,2024-08-20,193305,0.3627640668309353,0.07819602106520857,1.0,0.17307692307692307
2024-08-27T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,521759,217976,17685,2024-08-27,200291,0.3838764640379946,0.08565797716936308,1.0,0.16025641025641027
2024-09-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,511136,212086,19996,2024-09-03,192090,0.37580996055844235,0.06209401635846107,0.9935897435897436,0.23717948717948717
2024-09-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,511501,213645,23190,2024-09-10,190455,0.37234531310789226,0.020645673673410803,0.9871794871794872,0.36538461538461536
2024-09-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,537627,241844,25489,2024-09-17,216355,0.40242584542815,0.0396617785972147,1.0,0.32051282051282054
2024-09-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,564640,256435,37406,2024-09-24,219029,0.3879091102295268,0.004032646191532208,0.9935897435897436,0.4807692307692308
2024-10-01T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,533107,247867,33405,2024-10-01,214462,0.40228697053312,0.026477009974677668,0.9935897435897436,0.36538461538461536
2024-10-08T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,520316,227596,33537,2024-10-08,194059,0.3729637374211056,0.0006184243132133505,0.967948717948718,0.4935897435897436
2024-10-15T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,541232,233871,34450,2024-10-15,199421,0.3684575191415142,-0.03396832628663582,0.9551282051282052,0.7371794871794872
2024-10-22T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,573760,242427,37267,2024-10-22,205160,0.35757110987172336,-0.03033800035780343,0.9358974358974359,0.7115384615384616
2024-10-29T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,579468,234856,39683,2024-10-29,195173,0.33681411225468877,-0.06547285827843125,0.9038461538461539,0.8461538461538461
2024-11-05T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,558034,219687,36684,2024-11-05,183003,0.32794238343900195,-0.04502135398210366,0.8910256410256411,0.7948717948717948
2024-11-12T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,535981,203661,38365,2024-11-12,165296,0.3083989917553048,-0.060058527386209426,0.8717948717948718,0.8205128205128205
2024-11-19T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,502952,193355,38181,2024-11-19,155174,0.3085264597814503,-0.049044650090273034,0.8717948717948718,0.7948717948717948
2024-11-26T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,472660,203596,24306,2024-11-26,179290,0.37932128802945037,0.042507175774761596,0.9743589743589743,0.28846153846153844
2024-12-03T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,462040,203580,22845,2024-12-03,180735,0.39116743139122157,0.06322504795221962,0.9871794871794872,0.21153846153846154
2024-12-10T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,483346,218482,22404,2024-12-10,196078,0.4056679893906229,0.0972689976353181,1.0,0.10256410256410256
2024-12-17T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,466571,201880,18378,2024-12-17,183502,0.3932991977641131,0.08477273798266277,0.9807692307692307,0.15384615384615385
2024-12-24T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,454646,186099,20602,2024-12-24,165497,0.3640128803508664,-0.01530840767858399,0.9230769230769231,0.6217948717948718
2024-12-31T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,458584,182128,15959,2024-12-31,166169,0.36235237164837847,-0.028815059742843097,0.9102564102564102,0.6923076923076923
2025-01-07T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,477043,191873,14232,2025-01-07,177641,0.3723794291080678,-0.03328856028255506,0.9358974358974359,0.7115384615384616
2025-01-14T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,526467,206968,11346,2025-01-14,195622,0.3715750464891437,-0.021724151274969405,0.9230769230769231,0.6346153846153846
2025-01-21T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,571387,226964,11095,2025-01-21,215869,0.37779823482158326,0.013785354470716882,0.9487179487179487,0.38461538461538464
2025-01-28T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,577505,227871,17331,2025-01-28,210540,0.364568272136172,0.0022159004877935207,0.9038461538461539,0.46794871794871795
2025-02-04T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,542004,240485,30952,2025-02-04,209533,0.3865893978642224,0.0142099687561546,0.9615384615384616,0.38461538461538464
2025-02-11T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,528719,229071,34268,2025-02-11,194803,0.3684433508158398,-0.0031316956733039025,0.8974358974358975,0.5256410256410257
2025-02-18T00:00:00.000,GOLD - COMMODITY EXCHANGE INC.,088691,522330,222538,37209,2025-02-18,185329,0.3548120919725078,-0.022986142849075464,0.8525641025641025,0.6666666666666666
