origin_index,origin_date,target_date,y,return,p,p50,pfreq,config,calibration_n
264,2025-06-02,2025-06-05,0,-0.008321971633803618,0.6119201944554302,0.5,0.5874524714828897,LOGIT_C01,120
265,2025-06-03,2025-06-06,0,-0.01326470442631868,0.6564177859139231,0.5,0.5890151515151515,LOGIT_C01,121
266,2025-06-04,2025-06-09,0,-0.013355541996707866,0.6277822965893235,0.5,0.590566037735849,LOGIT_C01,122
267,2025-06-05,2025-06-10,0,-0.008846049653886589,0.6222234256494457,0.5,0.5883458646616542,LOGIT_C01,123
268,2025-06-06,2025-06-11,1,0.012668277008763447,0.5848148797365864,0.5,0.5861423220973783,LOGIT_C01,124
269,2025-06-09,2025-06-12,1,0.016186358308862763,0.6023328524928452,0.5,0.5839552238805971,LOGIT_C01,125
270,2025-06-10,2025-06-13,1,0.032189123568491664,0.6194060406780436,0.5,0.5817843866171004,LOGIT_C01,126
271,2025-06-11,2025-06-16,1,0.0092728657873932,0.6595731825783567,0.5,0.5833333333333334,LOGIT_C01,127
272,2025-06-12,2025-06-17,1,0.0015954621359908102,0.6277735033632208,0.5,0.584870848708487,LOGIT_C01,128
273,2025-06-13,2025-06-18,0,-0.017662845708307815,0.6465373324031529,0.5,0.5863970588235294,LOGIT_C01,129
274,2025-06-16,2025-06-20,0,-0.004374819078257425,0.6468912132534239,0.5,0.5879120879120879,LOGIT_C01,130
275,2025-06-17,2025-06-24,0,-0.0185935454048691,0.6339158327474564,0.5,0.5894160583941606,LOGIT_C01,131
276,2025-06-18,2025-06-26,0,-0.013137129827858548,0.6308213179803569,0.5,0.5872727272727273,LOGIT_C01,132
277,2025-06-20,2025-06-27,0,-0.02731124380923784,0.6157910908365324,0.5,0.5851449275362319,LOGIT_C01,133
278,2025-06-24,2025-07-01,1,0.00345278291773977,0.6072300591167156,0.5,0.5830324909747292,LOGIT_C01,134
279,2025-06-26,2025-07-02,1,0.007158616757306288,0.6004464797247372,0.5,0.5809352517985612,LOGIT_C01,135
280,2025-06-27,2025-07-03,1,0.013905311983163731,0.5945518656390156,0.5,0.578853046594982,LOGIT_C01,136
281,2025-07-01,2025-07-07,1,0.00012587626379903367,0.5886367541856352,0.5,0.5803571428571429,LOGIT_C01,137
282,2025-07-02,2025-07-08,0,-0.01532264163497312,0.6070956380202295,0.5,0.5818505338078291,LOGIT_C01,138
283,2025-07-03,2025-07-09,0,-0.0035563630008801023,0.5930016337859789,0.5,0.5833333333333334,LOGIT_C01,139
284,2025-07-07,2025-07-10,0,-0.003948663562641067,0.6069053443837263,0.5,0.5848056537102474,LOGIT_C01,140
285,2025-07-08,2025-07-11,1,0.014695953660300446,0.6105186422658826,0.5,0.5827464788732394,LOGIT_C01,141
286,2025-07-09,2025-07-14,1,0.009106682516242732,0.5945664950876718,0.5,0.5807017543859649,LOGIT_C01,142
287,2025-07-10,2025-07-15,1,0.0002797720327440936,0.5969198748488713,0.5,0.5786713286713286,LOGIT_C01,143
288,2025-07-11,2025-07-16,0,-0.0015534911856656113,0.6078310005344378,0.5,0.5801393728222997,LOGIT_C01,144
289,2025-07-14,2025-07-17,0,-0.001437125995848069,0.6095440124807199,0.5,0.5815972222222222,LOGIT_C01,145
290,2025-07-15,2025-07-18,1,0.006983917483676479,0.6149441410334616,0.5,0.583044982698962,LOGIT_C01,146
291,2025-07-16,2025-07-21,1,0.015612825540022739,0.6145360486431439,0.5,0.5810344827586207,LOGIT_C01,147
292,2025-07-17,2025-07-22,1,0.02645951876008124,0.6132405927497454,0.5,0.5790378006872853,LOGIT_C01,148
293,2025-07-18,2025-07-23,1,0.012210461151617141,0.609556526193263,0.5,0.5804794520547946,LOGIT_C01,149
294,2025-07-21,2025-07-24,0,-0.007902025774970772,0.6154313028278904,0.5,0.5819112627986348,LOGIT_C01,150
295,2025-07-22,2025-07-25,0,-0.023596291891255866,0.6353696460173454,0.5,0.5833333333333334,LOGIT_C01,151
296,2025-07-23,2025-07-28,0,-0.019973723333144747,0.6236857243248484,0.5,0.5847457627118644,LOGIT_C01,152
297,2025-07-24,2025-07-29,0,-0.01084303588390776,0.6073500661619348,0.5,0.5827702702702703,LOGIT_C01,153
298,2025-07-25,2025-07-30,0,-0.016626005230916445,0.6025253923403249,0.5,0.5808080808080808,LOGIT_C01,154
299,2025-07-28,2025-07-31,0,-0.006826356812182167,0.5935443854549707,0.5,0.5788590604026845,LOGIT_C01,155
300,2025-07-29,2025-08-01,1,0.008258548490646452,0.5887658098746847,0.5,0.5769230769230769,LOGIT_C01,156
301,2025-07-30,2025-08-04,1,0.026078762378019364,0.5863310406870316,0.5,0.575,LOGIT_C01,157
302,2025-07-31,2025-08-05,1,0.024007776809751715,0.5773276982311757,0.5,0.5730897009966778,LOGIT_C01,158
303,2025-08-01,2025-08-07,1,0.008117144097525434,0.5804079400311957,0.5,0.5745033112582781,LOGIT_C01,159
304,2025-08-04,2025-08-08,1,0.0024386038448390096,0.6011044941253932,0.5,0.5759075907590759,LOGIT_C01,160
305,2025-08-05,2025-08-11,0,-0.010544871354035378,0.6000340775910485,0.5,0.5773026315789473,LOGIT_C01,161
306,2025-08-07,2025-08-12,0,-0.01391040529300765,0.6047659527768469,0.5,0.578688524590164,LOGIT_C01,162
307,2025-08-08,2025-08-13,0,-0.010807450387565998,0.6081718650499173,0.5,0.5800653594771242,LOGIT_C01,163
308,2025-08-11,2025-08-14,0,-0.004165199388641617,0.5975042858375101,0.5,0.5781758957654723,LOGIT_C01,164
309,2025-08-12,2025-08-15,0,-0.003929961306932717,0.5879179465205939,0.5,0.5762987012987013,LOGIT_C01,165
310,2025-08-13,2025-08-19,0,-0.010795799776450123,0.5901062657142706,0.5,0.5744336569579288,LOGIT_C01,166
311,2025-08-14,2025-08-20,1,0.002893507523202178,0.5868163144830447,0.5,0.5725806451612904,LOGIT_C01,167
312,2025-08-15,2025-08-21,1,0.0008346468997633634,0.5823257721644512,0.5,0.5707395498392283,LOGIT_C01,168
313,2025-08-19,2025-08-22,1,0.014554989931564165,0.5857250753967884,0.5,0.5689102564102564,LOGIT_C01,169
314,2025-08-20,2025-08-25,1,0.0028881447763213666,0.5860869165620186,0.5,0.5702875399361023,LOGIT_C01,170
315,2025-08-21,2025-08-26,1,0.01424617625746545,0.5890317805093184,0.5,0.571656050955414,LOGIT_C01,171
316,2025-08-22,2025-08-27,1,0.007523464749048594,0.5921798059884271,0.5,0.573015873015873,LOGIT_C01,172
317,2025-08-25,2025-08-28,1,0.020753198544245698,0.5976270137012163,0.5,0.5743670886075949,LOGIT_C01,173
318,2025-08-26,2025-08-29,1,0.02213229315884647,0.6016293140827128,0.5,0.5757097791798107,LOGIT_C01,174
319,2025-08-27,2025-09-01,1,0.029657752086973764,0.6074787580144946,0.5,0.5770440251572327,LOGIT_C01,175
320,2025-08-28,2025-09-02,1,0.0374840516761602,0.6114622869522128,0.5,0.5783699059561128,LOGIT_C01,176
321,2025-08-29,2025-09-03,1,0.033504724493340673,0.6180764875770466,0.5,0.5796875,LOGIT_C01,177
322,2025-09-01,2025-09-04,1,0.01769781810332319,0.6306349757158828,0.5,0.5809968847352025,LOGIT_C01,178
323,2025-09-02,2025-09-05,1,0.011094714815435981,0.6336543015360988,0.5,0.5822981366459627,LOGIT_C01,179
324,2025-09-03,2025-09-08,1,0.01880987080090538,0.646728429873162,0.5,0.5835913312693498,LOGIT_C01,180
325,2025-09-04,2025-09-09,1,0.023789126608830185,0.6386280891422645,0.5,0.5848765432098766,LOGIT_C01,181
326,2025-09-05,2025-09-10,1,0.014185772733834166,0.624272301317812,0.5,0.5861538461538461,LOGIT_C01,182
327,2025-09-08,2025-09-11,0,-0.0019573243695410656,0.6452334797098763,0.5,0.5874233128834356,LOGIT_C01,183
328,2025-09-09,2025-09-12,1,0.000928472016133913,0.6374444043362565,0.5,0.5886850152905199,LOGIT_C01,184
329,2025-09-10,2025-09-15,1,0.011514481934248567,0.6236696851551773,0.5,0.5899390243902439,LOGIT_C01,185
330,2025-09-11,2025-09-16,1,0.017111689905233075,0.6033854065341404,0.5,0.5881458966565349,LOGIT_C01,186
331,2025-09-12,2025-09-17,1,0.006101477229300788,0.6191659319216942,0.5,0.5893939393939394,LOGIT_C01,187
332,2025-09-15,2025-09-18,0,-0.009783084077419337,0.6156745430562194,0.5,0.5906344410876133,LOGIT_C01,188
333,2025-09-16,2025-09-19,0,-0.0021284381892882737,0.6334844298681036,0.5,0.5918674698795181,LOGIT_C01,189
334,2025-09-17,2025-09-22,1,0.025871569764045317,0.6235467534848317,0.5,0.5930930930930931,LOGIT_C01,190
335,2025-09-18,2025-09-23,1,0.03486582790823944,0.615515381741711,0.5,0.5913173652694611,LOGIT_C01,191
336,2025-09-19,2025-09-24,1,0.015699179780625874,0.6191449514708514,0.5,0.5895522388059702,LOGIT_C01,192
337,2025-09-22,2025-09-25,0,-0.0007235871080931497,0.629059187424854,0.5,0.5907738095238095,LOGIT_C01,193
338,2025-09-23,2025-09-26,0,-0.0014651861989827069,0.635591447942486,0.5,0.5919881305637982,LOGIT_C01,194
339,2025-09-24,2025-09-29,1,0.025009604467042448,0.6314022012175887,0.5,0.5931952662721893,LOGIT_C01,195
340,2025-09-25,2025-09-30,1,0.02923819138351196,0.6265391236502222,0.5,0.5914454277286135,LOGIT_C01,196
341,2025-09-26,2025-10-01,1,0.027199306112333642,0.6254917618648277,0.5,0.5897058823529412,LOGIT_C01,197
342,2025-09-29,2025-10-02,1,0.005013192493913686,0.6191036117999649,0.5,0.5909090909090909,LOGIT_C01,198
343,2025-09-30,2025-10-03,1,0.004147307361513034,0.6302461307061382,0.5,0.5921052631578947,LOGIT_C01,199
344,2025-10-01,2025-10-06,1,0.024537214972778294,0.6323131273420803,0.5,0.5932944606413995,LOGIT_C01,200
345,2025-10-02,2025-10-07,1,0.03433574459438752,0.6272518106187831,0.5,0.5944767441860465,LOGIT_C01,201
346,2025-10-03,2025-10-08,1,0.04284709138897565,0.6239543828622691,0.5,0.5956521739130435,LOGIT_C01,202
347,2025-10-06,2025-10-09,1,0.005381088823099732,0.6305968337135454,0.5,0.596820809248555,LOGIT_C01,203
348,2025-10-07,2025-10-10,1,0.006350542155249889,0.6454866195369516,0.5,0.5979827089337176,LOGIT_C01,204
349,2025-10-08,2025-10-13,1,0.016216571589245287,0.6425385128509852,0.5,0.5991379310344828,LOGIT_C01,205
350,2025-10-09,2025-10-14,1,0.03946205650273243,0.646515956068212,0.5,0.6002865329512894,LOGIT_C01,206
351,2025-10-10,2025-10-15,1,0.05094215053035262,0.6163974069007236,0.5,0.6014285714285714,LOGIT_C01,207
352,2025-10-13,2025-10-16,1,0.0567435802086404,0.6354092207370547,0.5,0.6025641025641025,LOGIT_C01,208
353,2025-10-14,2025-10-17,1,0.025805721925446466,0.6516117742706489,0.5,0.6036931818181818,LOGIT_C01,209
354,2025-10-15,2025-10-20,1,0.03149058911478911,0.631771650955818,0.5,0.6048158640226629,LOGIT_C01,210
355,2025-10-16,2025-10-21,0,-0.054639841905525954,0.6749455496566983,0.5,0.6059322033898306,LOGIT_C01,211
356,2025-10-17,2025-10-22,0,-0.03859320480558718,0.6686974946938649,0.5,0.6070422535211267,LOGIT_C01,212
357,2025-10-20,2025-10-23,0,-0.05827302954941205,0.608627278214865,0.5,0.6081460674157303,LOGIT_C01,213
358,2025-10-21,2025-10-24,0,-0.005834927191783009,0.6280490191440272,0.5,0.6064425770308123,LOGIT_C01,214
359,2025-10-22,2025-10-27,0,-0.03165793302231632,0.5395593241136402,0.5,0.6047486033519553,LOGIT_C01,215
360,2025-10-23,2025-10-28,0,-0.040708737823831824,0.5582113715673555,0.5,0.6030640668523677,LOGIT_C01,216
361,2025-10-24,2025-10-29,0,-0.042263400899829266,0.5869933765395909,0.5,0.6013888888888889,LOGIT_C01,217
362,2025-10-27,2025-10-30,1,0.012666896884851474,0.5592798927360608,0.5,0.5997229916897507,LOGIT_C01,218
363,2025-10-28,2025-10-31,1,0.010158448638775254,0.5740720560068081,0.5,0.5980662983425414,LOGIT_C01,219
364,2025-10-29,2025-11-03,1,0.015537758488763247,0.6195762174285521,0.5,0.5964187327823691,LOGIT_C01,220
365,2025-10-30,2025-11-04,0,-0.02465030473210906,0.6165599147548012,0.5,0.5975274725274725,LOGIT_C01,221
366,2025-10-31,2025-11-05,0,-0.00416759214222316,0.645043946991223,0.5,0.5986301369863014,LOGIT_C01,222
367,2025-11-03,2025-11-06,0,-0.0058248208036531714,0.6312322366004621,0.5,0.5997267759562842,LOGIT_C01,223
368,2025-11-04,2025-11-07,1,0.01815808677410005,0.6794694445316392,0.5,0.5980926430517711,LOGIT_C01,224
369,2025-11-05,2025-11-10,1,0.03143839678437576,0.6539761770548169,0.5,0.5964673913043478,LOGIT_C01,225
370,2025-11-06,2025-11-11,1,0.03753244596626968,0.6707183519414034,0.5,0.5948509485094851,LOGIT_C01,226
371,2025-11-07,2025-11-12,1,0.04805079783458175,0.6530134731217656,0.5,0.595945945945946,LOGIT_C01,227
372,2025-11-10,2025-11-13,1,0.01566452034149243,0.6618576187609914,0.5,0.5970350404312669,LOGIT_C01,228
373,2025-11-11,2025-11-14,0,-0.011161264653776917,0.6952323396889186,0.5,0.5981182795698925,LOGIT_C01,229
374,2025-11-12,2025-11-16,0,-0.02760913784064789,0.6587667995922004,0.5,0.599195710455764,LOGIT_C01,230
375,2025-11-13,2025-11-17,0,-0.030605969968222672,0.6735843677270408,0.5,0.6002673796791443,LOGIT_C01,231
376,2025-11-14,2025-11-18,0,-0.0033150122165336382,0.6484636287194004,0.5,0.5986666666666667,LOGIT_C01,232
377,2025-11-16,2025-11-19,0,-0.0006742768713394786,0.5893508209762726,0.5,0.5970744680851063,LOGIT_C01,233
378,2025-11-17,2025-11-20,1,0.007709258543774178,0.5898146670094453,0.5,0.5954907161803713,LOGIT_C01,234
379,2025-11-18,2025-11-21,0,-0.00039332399422262323,0.5633730585517316,0.5,0.593915343915344,LOGIT_C01,235
380,2025-11-19,2025-11-23,0,-0.002889500958944993,0.5830571850613901,0.5,0.5923482849604221,LOGIT_C01,236
381,2025-11-20,2025-11-24,1,0.013887672873374867,0.5925681112196653,0.5,0.593421052631579,LOGIT_C01,237
382,2025-11-21,2025-11-25,1,0.015854109671805356,0.5985397731472379,0.5,0.5918635170603674,LOGIT_C01,238
383,2025-11-23,2025-11-26,1,0.023772306355787785,0.5994969155543579,0.5,0.5903141361256544,LOGIT_C01,239
384,2025-11-24,2025-11-27,1,0.0057453342574218125,0.6113715871295963,0.5,0.5913838120104439,LOGIT_C01,240
385,2025-11-25,2025-11-28,1,0.02047594449116592,0.6233107297374677,0.5,0.5924479166666666,LOGIT_C01,241
386,2025-11-26,2025-11-30,1,0.012530637257775468,0.6183461662408825,0.5,0.5935064935064935,LOGIT_C01,242
387,2025-11-27,2025-12-01,1,0.01768368643872775,0.6334062408891994,0.5,0.594559585492228,LOGIT_C01,243
388,2025-11-28,2025-12-02,0,-0.002434873711002187,0.6249863832355862,0.5,0.5956072351421189,LOGIT_C01,244
389,2025-11-30,2025-12-03,0,-0.0030047735391698326,0.6273038225838825,0.5,0.5966494845360825,LOGIT_C01,245
390,2025-12-01,2025-12-04,0,-0.005689918963007041,0.6162570545114309,0.5,0.5976863753213367,LOGIT_C01,246
391,2025-12-02,2025-12-05,0,-0.002057689901656058,0.6156876317957372,0.5,0.5961538461538461,LOGIT_C01,247
392,2025-12-03,2025-12-07,0,-0.001501168076408545,0.5921156509481493,0.5,0.5946291560102301,LOGIT_C01,248
393,2025-12-04,2025-12-08,0,-0.004199311626006015,0.5779958548039603,0.5,0.5931122448979592,LOGIT_C01,249
394,2025-12-05,2025-12-09,1,0.0024923879245369084,0.5776761900619138,0.5,0.5916030534351145,LOGIT_C01,250
395,2025-12-07,2025-12-10,1,0.0074039449811372365,0.5674028425269733,0.5,0.5901015228426396,LOGIT_C01,251
396,2025-12-08,2025-12-11,1,0.021092919664886314,0.5616398552389997,0.5,0.5886075949367089,LOGIT_C01,252
397,2025-12-09,2025-12-12,1,0.02206328339212425,0.5627230869598038,0.5,0.5896464646464646,LOGIT_C01,253
398,2025-12-10,2025-12-14,1,0.017341012686669786,0.5776752063935372,0.5,0.5906801007556675,LOGIT_C01,254
399,2025-12-11,2025-12-15,1,0.005924567681702201,0.5850491122119331,0.5,0.5917085427135679,LOGIT_C01,255
400,2025-12-12,2025-12-16,1,0.00016836512470514995,0.5988524768432665,0.5,0.5927318295739349,LOGIT_C01,256
401,2025-12-14,2025-12-17,1,0.008242395917107513,0.6009529364991918,0.5,0.59375,LOGIT_C01,257
402,2025-12-15,2025-12-18,1,0.0063628062126577485,0.5972315987543013,0.5,0.5947630922693267,LOGIT_C01,258
403,2025-12-16,2025-12-19,1,0.008333481703555709,0.6067109580721695,0.5,0.595771144278607,LOGIT_C01,259
404,2025-12-17,2025-12-21,1,9.1578992465432e-05,0.5785490973238757,0.5,0.5967741935483871,LOGIT_C01,260
405,2025-12-18,2025-12-22,1,0.025264704486366047,0.5852307426136283,0.5,0.5977722772277227,LOGIT_C01,261
406,2025-12-19,2025-12-23,1,0.033086956351232204,0.5783585676220708,0.5,0.5987654320987654,LOGIT_C01,262
407,2025-12-21,2025-12-24,1,0.0320239689050911,0.5831081444299552,0.5,0.5997536945812808,LOGIT_C01,263
408,2025-12-22,2025-12-25,1,0.008086480982086355,0.595571837577425,0.5,0.6007371007371007,LOGIT_C01,264
409,2025-12-23,2025-12-26,1,0.010655421255662564,0.6176672464507003,0.5,0.6017156862745098,LOGIT_C01,265
410,2025-12-24,2025-12-28,1,0.01173376196314978,0.6153031467593327,0.5,0.6026894865525673,LOGIT_C01,266
411,2025-12-25,2025-12-29,0,-0.033513989854202564,0.6120676556314254,0.5,0.6036585365853658,LOGIT_C01,267
412,2025-12-26,2025-12-30,0,-0.04364010796969899,0.6155564650349702,0.5,0.6046228710462287,LOGIT_C01,268
413,2025-12-28,2025-12-31,0,-0.04883622841955859,0.6097019490057402,0.5,0.6055825242718447,LOGIT_C01,269
414,2025-12-29,2026-01-01,0,-0.00390479397890877,0.6226343053445821,0.5,0.6041162227602905,LOGIT_C01,270
415,2025-12-30,2026-01-02,0,-0.003071653913909143,0.5848406128960902,0.5,0.6026570048309179,LOGIT_C01,271
416,2025-12-31,2026-01-04,1,0.003237690532610302,0.604756837930467,0.5,0.6012048192771084,LOGIT_C01,272
417,2026-01-01,2026-01-05,1,0.030602652643603567,0.5788811563400718,0.5,0.5997596153846154,LOGIT_C01,273
418,2026-01-02,2026-01-06,1,0.03838125267155041,0.5841132576777976,0.5,0.5983213429256595,LOGIT_C01,274
419,2026-01-04,2026-01-07,1,0.028668195458863257,0.5912580552835718,0.5,0.5992822966507177,LOGIT_C01,275
420,2026-01-05,2026-01-08,1,0.006423592050156486,0.6073555021859789,0.5,0.6002386634844868,LOGIT_C01,276
421,2026-01-06,2026-01-09,1,0.003331394775915931,0.6342759074369966,0.5,0.6011904761904762,LOGIT_C01,277
422,2026-01-07,2026-01-10,1,0.011892956096456032,0.6383703733531527,0.5,0.6021377672209026,LOGIT_C01,278
423,2026-01-08,2026-01-11,1,0.007109265358880472,0.6304580632379649,0.5,0.6030805687203792,LOGIT_C01,279
424,2026-01-09,2026-01-12,1,0.01925946110220867,0.6342223570157793,0.5,0.6040189125295509,LOGIT_C01,280
425,2026-01-10,2026-01-13,1,0.016831708053066764,0.6404963756025567,0.5,0.6049528301886793,LOGIT_C01,281
426,2026-01-11,2026-01-14,1,0.02564482255750442,0.6353510124402579,0.5,0.6058823529411764,LOGIT_C01,282
427,2026-01-12,2026-01-15,1,0.0040040913404559356,0.6442134177544492,0.5,0.6068075117370892,LOGIT_C01,283
428,2026-01-13,2026-01-16,1,0.0019510868222785906,0.6417612354345124,0.5,0.607728337236534,LOGIT_C01,284
429,2026-01-14,2026-01-17,0,-0.006866649438361543,0.6416808715386794,0.5,0.6086448598130841,LOGIT_C01,285
430,2026-01-15,2026-01-18,0,-0.004460536642640265,0.6591956604811625,0.5,0.6095571095571095,LOGIT_C01,286
431,2026-01-16,2026-01-19,1,0.016341641817953553,0.656354648503272,0.5,0.6104651162790697,LOGIT_C01,287
432,2026-01-17,2026-01-20,1,0.035947341580272116,0.635565771649261,0.5,0.6090487238979119,LOGIT_C01,288
433,2026-01-18,2026-01-21,1,0.05014127920392573,0.6359635925576854,0.5,0.6076388888888888,LOGIT_C01,289
434,2026-01-19,2026-01-22,1,0.055177687813868316,0.6077574258101668,0.5,0.6085450346420324,LOGIT_C01,290
435,2026-01-20,2026-01-23,1,0.04499392127692189,0.6268083213378565,0.5,0.6094470046082949,LOGIT_C01,291
436,2026-01-21,2026-01-24,1,0.030702853976930032,0.639208852874088,0.5,0.6103448275862069,LOGIT_C01,292
437,2026-01-22,2026-01-25,1,0.009361775566578898,0.6465195577648184,0.5,0.6112385321100917,LOGIT_C01,293
438,2026-01-23,2026-01-26,1,0.0053944577026160245,0.6576180252293651,0.5,0.6121281464530892,LOGIT_C01,294
439,2026-01-24,2026-01-27,1,0.03876298413310872,0.6589328766263481,0.5,0.613013698630137,LOGIT_C01,295
440,2026-01-25,2026-01-28,1,0.08352739706793014,0.6459359463231702,0.5,0.6138952164009112,LOGIT_C01,296
441,2026-01-26,2026-01-29,1,0.07040325691454152,0.639957977323918,0.5,0.6147727272727272,LOGIT_C01,297
442,2026-01-27,2026-01-30,0,-0.062358447252645686,0.6371642894618045,0.5,0.6156462585034014,LOGIT_C01,298
443,2026-01-28,2026-01-31,0,-0.1072848964154392,0.6709749424737929,0.5,0.6165158371040724,LOGIT_C01,299
