origin_date,actual_up,p_up,pred_up
2024-04-26,0,0.475641638041,0
2024-04-29,0,0.525810718536,1
2024-04-30,1,0.494186639786,0
2024-05-01,0,0.536699235439,1
2024-05-02,0,0.538049519062,1
2024-05-03,1,0.578441023827,1
2024-05-06,0,0.478322386742,0
2024-05-07,0,0.523571014404,1
2024-05-08,1,0.533631026745,1
2024-05-09,1,0.526329159737,1
2024-05-10,0,0.524670362473,1
2024-05-13,1,0.532188236713,1
2024-05-14,1,0.565511703491,1
2024-05-15,0,0.566598832607,1
2024-05-16,1,0.519538640976,1
2024-05-17,1,0.562622666359,1
2024-05-20,0,0.587429940701,1
2024-05-21,0,0.518804669380,1
2024-05-22,0,0.554499804974,1
2024-05-23,1,0.549835801125,1
2024-05-24,1,0.604637801647,1
2024-05-27,1,0.483329594135,0
2024-05-28,0,0.507340967655,1
2024-05-29,1,0.520972490311,1
2024-05-30,0,0.584741771221,1
2024-05-31,1,0.588157951832,1
2024-06-03,0,0.549408674240,1
2024-06-04,1,0.581117808819,1
2024-06-05,1,0.572192847729,1
2024-06-06,0,0.516999006271,1
2024-06-07,1,0.549585521221,1
2024-06-10,1,0.585440218449,1
2024-06-11,1,0.489435404539,0
2024-06-12,0,0.489775389433,0
2024-06-13,1,0.534593164921,1
2024-06-14,0,0.491477847099,0
2024-06-17,1,0.578518331051,1
2024-06-18,0,0.566678762436,1
2024-06-19,1,0.592598199844,1
2024-06-20,0,0.590826690197,1
2024-06-21,1,0.590218901634,1
2024-06-24,0,0.574334025383,1
2024-06-25,0,0.518185019493,1
2024-06-26,1,0.608024001122,1
2024-06-27,0,0.561511814594,1
2024-06-28,1,0.532937586308,1
2024-07-01,0,0.453745961189,0
2024-07-02,1,0.527169167995,1
2024-07-03,1,0.444754123688,0
2024-07-04,1,0.466894567013,0
2024-07-05,0,0.427190154791,0
2024-07-08,1,0.507385015488,1
2024-07-09,1,0.425401687622,0
2024-07-10,1,0.412794500589,0
2024-07-11,0,0.654166162014,1
2024-07-12,1,0.571162819862,1
2024-07-15,1,0.538153648376,1
2024-07-16,0,0.565962433815,1
2024-07-17,0,0.550980031490,1
2024-07-18,0,0.566417038441,1
2024-07-19,0,0.555518805981,1
2024-07-22,1,0.591229081154,1
2024-07-23,0,0.550446629524,1
2024-07-24,0,0.469869732857,0
2024-07-25,1,0.543227851391,1
2024-07-26,0,0.505465030670,1
2024-07-29,1,0.539444506168,1
2024-07-30,1,0.422662109137,0
2024-07-31,0,0.532602608204,1
2024-08-01,0,0.546916007996,1
2024-08-02,0,0.501651585102,1
2024-08-05,0,0.491203099489,0
2024-08-06,0,0.463200002909,0
2024-08-07,1,0.432864904404,0
2024-08-08,1,0.448929816484,0
2024-08-09,1,0.495417177677,0
2024-08-12,0,0.488163530827,0
2024-08-13,0,0.461971759796,0
2024-08-14,1,0.544092893600,1
2024-08-15,1,0.484705656767,0
2024-08-16,0,0.475453495979,0
2024-08-19,1,0.491171926260,0
2024-08-20,0,0.470848441124,0
2024-08-21,0,0.473920792341,0
2024-08-22,1,0.531524956226,1
2024-08-23,1,0.476231962442,0
2024-08-26,1,0.433699965477,0
2024-08-27,0,0.462593197823,0
2024-08-28,1,0.511082470417,1
2024-08-29,0,0.460248410702,0
2024-08-30,0,0.458526313305,0
2024-09-02,0,0.448549985886,0
2024-09-03,1,0.461810469627,0
2024-09-04,1,0.441300332546,0
2024-09-05,0,0.395562916994,0
2024-09-06,1,0.449190825224,0
2024-09-09,1,0.484312742949,0
2024-09-10,0,0.471731215715,0
2024-09-11,1,0.452721387148,0
2024-09-12,1,0.523836135864,1
2024-09-13,1,0.598383963108,1
2024-09-16,0,0.621095061302,1
2024-09-17,0,0.551616489887,1
2024-09-18,1,0.619149267673,1
2024-09-19,1,0.579947590828,1
2024-09-20,1,0.593706905842,1
2024-09-23,1,0.611498832703,1
2024-09-24,1,0.636954605579,1
2024-09-25,1,0.626129567623,1
2024-09-26,0,0.585543632507,1
2024-09-27,0,0.592177212238,1
2024-09-30,1,0.613450944424,1
2024-10-01,0,0.589789927006,1
2024-10-02,0,0.506745934486,1
2024-10-03,0,0.569963455200,1
2024-10-04,0,0.540796101093,1
2024-10-07,0,0.569978535175,1
2024-10-08,0,0.535271346569,1
2024-10-09,1,0.478018492460,0
2024-10-10,1,0.532594025135,1
2024-10-11,0,0.489282429218,0
2024-10-14,1,0.438820004463,0
2024-10-15,1,0.518684446812,1
2024-10-16,1,0.514445066452,1
2024-10-17,1,0.561832606792,1
2024-10-18,1,0.571138083935,1
2024-10-21,1,0.519090712070,1
2024-10-22,0,0.520657062531,1
2024-10-23,1,0.477009147406,0
2024-10-24,1,0.542752623558,1
2024-10-25,1,0.470020979643,0
2024-10-28,1,0.516056180000,1
2024-10-29,1,0.516574680805,1
2024-10-30,0,0.455451011658,0
2024-10-31,0,0.560115277767,1
2024-11-01,1,0.597514927387,1
2024-11-04,1,0.562086999416,1
2024-11-05,0,0.507665574551,1
2024-11-06,1,0.563370347023,1
2024-11-07,0,0.581095337868,1
2024-11-08,0,0.581529498100,1
2024-11-11,0,0.619206309319,1
2024-11-12,0,0.631785690784,1
2024-11-13,0,0.590072035789,1
2024-11-14,0,0.589503347874,1
2024-11-15,1,0.616685509682,1
2024-11-18,1,0.504779636860,1
2024-11-19,1,0.479014426470,0
2024-11-20,1,0.446283727884,0
2024-11-21,1,0.480369240046,0
2024-11-22,0,0.516583204269,1
2024-11-25,1,0.493087023497,0
2024-11-26,1,0.519454479218,1
2024-11-27,1,0.556968033314,1
2024-11-28,1,0.620229601860,1
2024-11-29,0,0.541532397270,1
2024-12-02,1,0.554073691368,1
2024-12-03,1,0.555695176125,1
2024-12-04,0,0.521142959595,1
2024-12-05,1,0.597453057766,1
2024-12-06,1,0.604069828987,1
2024-12-09,1,0.507313609123,1
2024-12-10,1,0.554316341877,1
2024-12-11,0,0.439089387655,0
2024-12-12,0,0.451905757189,0
2024-12-13,1,0.495167911053,0
2024-12-16,0,0.504082798958,1
2024-12-17,0,0.515373468399,1
2024-12-18,0,0.509836494923,1
2024-12-19,1,0.487333625555,0
2024-12-20,0,0.548597335815,1
2024-12-23,1,0.622339427471,1
2024-12-24,1,0.583664178848,1
2024-12-26,0,0.552516102791,1
2024-12-27,0,0.537388205528,1
