origin_date,target_date,dr_d,dr_w,dr_m,sd_d,sd_w,sd_m,qt_d,qt_w,qt_m,rqminus,m_intraday_returns,me_sd,me_interaction,target_dr,target_sd,target_qt,target_close_return,evaluation_year,high_risk_threshold,extreme_return_threshold,raw_forecast_dr,sqrt_forecast_dr,quartic_forecast_dr,me_forecast_dr
2022-01-19,2022-01-20,1.2540428473289449e-05,1.7524160107920584e-05,1.9407297223235362e-05,0.0035412467399617113,0.004034616629395378,0.00429977871634893,0.05950837537659478,0.06296440114463803,0.06517260775325372,7.50458880371619e-10,275,0.0002607749835908371,9.234685605046206e-07,1.922689095929426e-05,0.004384847883255959,0.06621818393202851,0.0008366509381835173,2022,6.32933221220843e-05,-0.01691557255196796,2.4412996295112517e-05,1.9663189521581013e-05,1.8238045268091437e-05,1.956810000015548e-05
2022-01-20,2022-01-24,1.922689095929426e-05,1.9163543425983018e-05,1.9675646770231912e-05,0.004384847883255959,0.004247358101582987,0.004333176528500967,0.06621818393202851,0.06468217046292159,0.0654363422730695,2.882839610771576e-09,275,0.0004127759376705966,1.809959696553909e-06,2.785041968373205e-05,0.005277349683670019,0.07264536932021214,0.0003040873715968794,2022,6.32933221220843e-05,-0.01691557255196796,2.6598381098204973e-05,2.2459170315504372e-05,2.112427546402647e-05,2.248058802243995e-05
2022-01-24,2022-01-25,2.785041968373205e-05,2.1044150390943887e-05,1.9972310721636234e-05,0.005277349683670019,0.004443819659803075,0.004363157359329912,0.07264536932021214,0.06610393050212625,0.0656495778750184,9.056973976796806e-09,275,0.0006079030912979811,3.2081171865634274e-06,2.5022083469002975e-05,0.005002207859435968,0.0707262883193793,0.0029813556625708513,2022,6.32933221220843e-05,-0.01691557255196796,2.932696280864713e-05,2.550450519256547e-05,2.407205048722653e-05,2.5626064368448256e-05
2022-01-25,2022-01-26,2.5022083469002975e-05,2.4328412713830662e-05,1.9673017566764012e-05,0.005002207859435968,0.004857719780313843,0.004334986408747304,0.0707262883193793,0.06941829299176627,0.06545623693081669,1.4227588782077254e-08,274,0.0008052924870230072,4.0282404077312245e-06,6.482065265025404e-05,0.008051127414856508,0.0897280748420276,-0.017224183957231014,2022,6.32933221220843e-05,-0.01691557255196796,2.9773937906295642e-05,2.6266998795844926e-05,2.5071611581643785e-05,2.6230471195496413e-05
2022-01-26,2022-01-27,6.482065265025404e-05,2.9892095047114552e-05,2.1837791397304153e-05,0.008051127414856508,0.005251355916236033,0.004512457600723313,0.0897280748420276,0.07176525835804845,0.06660772439195618,6.927285932557221e-08,275,0.00110200488897394,8.872381772923991e-06,4.58338745777114e-05,0.006770071977291778,0.08228044711407308,-0.009577691371179942,2022,6.32933221220843e-05,-0.01691557255196796,4.1393096162494066e-05,3.719131162187874e-05,3.4799750405420084e-05,3.7552835880672115e-05
2022-01-27,2022-01-31,4.58338745777114e-05,3.655078426799894e-05,2.264890251681437e-05,0.006770071977291778,0.005897120963702046,0.004579710701879123,0.08228044711407308,0.07631967270554413,0.06704156975386812,1.3582756401143789e-08,275,0.0005803090371766553,3.9287339507588465e-06,1.5688387453779878e-05,0.003960856909026111,0.06293533911107584,0.0004168832342773318,2022,6.32933221220843e-05,-0.01691557255196796,3.9413250064027154e-05,3.6123041111054644e-05,3.453196207267227e-05,3.65823943827089e-05
2022-01-31,2022-02-01,1.5688387453779878e-05,3.584308356689607e-05,2.2557471611347733e-05,0.003960856909026111,0.005812322768856076,0.004568516878128385,0.06293533911107584,0.07566310374135359,0.06695397954675975,1.2660688372800533e-09,275,0.00030282949360813636,1.1994642920146655e-06,1.7110965850155518e-05,0.004136540323767619,0.0643159414435303,-0.0010007729465262496,2022,6.32933221220843e-05,-0.01691557255196796,3.2086082229173046e-05,2.7461686112881584e-05,2.5913584102191508e-05,2.735874496797902e-05
2022-02-01,2022-02-02,1.7110965850155518e-05,3.3695192800180763e-05,2.2860696511850987e-05,0.004136540323767619,0.005584160896875597,0.004609673180310656,0.0643159414435303,0.07399721816601723,0.06729366868823866,1.8387408422772936e-09,275,0.0003494472789094209,1.4455027602396894e-06,1.688450751366334e-05,0.004109076236049088,0.0641020766906119,0.0049165725098852696,2022,6.32933221220843e-05,-0.01691557255196796,3.171030067625072e-05,2.7139920969216378e-05,2.561150114069634e-05,2.7066757444859253e-05
2022-02-02,2022-02-03,1.688450751366334e-05,3.206767760911284e-05,2.324503393566202e-05,0.004109076236049088,0.00540553457219822,0.004664481713175718,0.0641020766906119,0.07267237584026374,0.06775820978793934,2.6005456528171864e-09,269,0.0004229966355987395,1.7381254232674963e-06,2.6281898295518778e-05,0.0051265873927515155,0.07160019128990869,4.9802247254071325e-05,2022,6.32933221220843e-05,-0.01691557255196796,3.1143820098094716e-05,2.6480555285369417e-05,2.493541561758982e-05,2.6376275292272908e-05
2022-02-03,2022-02-07,2.6281898295518778e-05,2.4359926738165786e-05,2.3591722315446613e-05,0.0051265873927515155,0.004820626567777221,0.004701185006086235,0.07160019128990869,0.06904679912983996,0.06802549240372885,2.288281853732746e-08,275,0.0009946838280140583,5.099333572470688e-06,1.0992977489220404e-05,0.0033155659379991835,0.05758095117310223,0.008180860460686359,2022,6.32933221220843e-05,-0.01691557255196796,3.0686457217973853e-05,2.7086185641868158e-05,2.584363105112792e-05,2.6959063513025772e-05
2022-02-07,2022-02-08,1.0992977489220404e-05,1.7391747320467584e-05,2.328175884972672e-05,0.0033155659379991835,0.004129725359918704,0.0046600540441170115,0.05758095117310223,0.06410689994164578,0.06768985526331059,7.149740071856433e-10,273,0.0002728545150634987,9.046671361738213e-07,1.0260061712861089e-05,0.003203133108826589,0.05659622875092111,0.0032448846714284566,2022,6.32933221220843e-05,-0.01691557255196796,2.460315062378148e-05,1.997455194945124e-05,1.8654535889321912e-05,1.9804214676769863e-05
2022-02-08,2022-02-09,1.0260061712861089e-05,1.6306082172283825e-05,2.3225443862494813e-05,0.003203133108826589,0.003978180599878799,0.004651513899833776,0.05659622875092111,0.06283907786961485,0.06761548233120565,5.463853705774477e-10,275,0.0002459989246997903,7.879673004416373e-07,8.929427014420104e-06,0.0029882146868021554,0.054664565184424134,0.003697983461301637,2022,6.32933221220843e-05,-0.01691557255196796,2.4040551497547608e-05,1.9209193508171606e-05,1.7819293989100645e-05,1.9030617684082938e-05
2022-02-09,2022-02-10,8.929427014420104e-06,1.4669774405136742e-05,2.2231311093674334e-05,0.0029882146868021554,0.0037485154724857064,0.004535077925765897,0.054664565184424134,0.06090880261779361,0.06671400707344452,7.046185656845215e-10,275,0.00029944971839348725,8.948200464621882e-07,4.0983309963685026e-05,0.006401820831895018,0.08001137939002813,-0.005379397358580923,2022,6.32933221220843e-05,-0.01691557255196796,2.299898992569022e-05,1.7834433298848257e-05,1.6342196555738533e-05,1.7620336316573438e-05
2022-02-10,2022-02-14,4.0983309963685026e-05,1.9489534895141078e-05,2.336980092969077e-05,0.006401820831895018,0.004207064391654892,0.004644612562960659,0.08001137939002813,0.06409066315767686,0.0674789451628964,3.8230030434702505e-08,275,0.0010295737717592127,6.591146820020855e-06,2.847650691233446e-05,0.00533633834312766,0.07305024533242623,0.02872904142356626,2022,6.32933221220843e-05,-0.01691557255196796,3.238273597104763e-05,2.8139838938022916e-05,2.617606630106959e-05,2.8243570909578293e-05
2022-02-14,2022-02-15,2.847650691233446e-05,1.9928456618504217e-05,2.3088180193535836e-05,0.00533633834312766,0.004249014581730121,0.004619523063961828,0.07305024533242623,0.06438067396618037,0.06731144236553584,7.09429476194397e-09,275,0.0005320714068227403,2.8393130495100653e-06,6.580740182331106e-05,0.008112176145974091,0.09006761985294211,-0.013146249515775877,2022,6.32933221220843e-05,-0.01691557255196796,2.956297754895879e-05,2.5365821170432835e-05,2.3726054903818423e-05,2.5524894475498266e-05
2022-02-15,2022-02-16,6.580740182331106e-05,3.0891341485322346e-05,2.4629590319682602e-05,0.008112176145974091,0.005208336623325103,0.004731545255221097,0.09006761985294211,0.07087800770214833,0.06798946596283778,4.978628632547605e-08,275,0.0009272058389768608,7.521657089355984e-06,1.9164877319238302e-05,0.004377770816207526,0.06616472486308339,0.011216246311254235,2022,6.32933221220843e-05,-0.01691557255196796,4.2407931741826125e-05,3.7635433036567076e-05,3.47928672502007e-05,3.815132490024765e-05
2022-02-16,2022-02-17,1.9164877319238302e-05,3.26723046065978e-05,2.4752451168652056e-05,0.004377770816207526,0.00544326416480129,0.004746110680135771,0.06616472486308339,0.07279170692458078,0.068101626833179,2.166233299223283e-09,275,0.00035839195799512805,1.568957854474545e-06,3.46923272676123e-05,0.005890019292634983,0.07674646110821647,0.008846311195025604,2022,6.32933221220843e-05,-0.01691557255196796,3.212419220634612e-05,2.749618032374104e-05,2.5855968148744048e-05,2.747161315833825e-05
2022-02-17,2022-02-21,3.46923272676123e-05,3.7824884657236236e-05,2.5711244113427177e-05,0.005890019292634983,0.006023625085967855,0.00484621763593403,0.07674646110821647,0.07720808610933927,0.06882982242914461,8.135732560492097e-09,275,0.0005162264806257376,3.0405839302546538e-06,2.0602662883371736e-05,0.0045390156293376805,0.06737221704336054,0.009140941841207983,2022,6.32933221220843e-05,-0.01691557255196796,3.772469007287995e-05,3.4452604802461356e-05,3.312217732694002e-05,3.470069446594391e-05
2022-02-21,2022-02-22,2.0602662883371736e-05,3.374875524117357e-05,2.6146366318626708e-05,0.0045390156293376805,0.005651064045456388,0.00490157559534402,0.06737221704336054,0.07468025364000574,0.06927268059745142,2.1983799848386525e-09,245,0.0003689195508067729,1.6745316070801787e-06,4.413530558767496e-05,0.006643440794322996,0.08150730515924935,-0.005661134166795703,2022,6.32933221220843e-05,-0.01691557255196796,3.305564291373975e-05,2.9027892669720378e-05,2.769129357594682e-05,2.9019133862401013e-05
2022-02-22,2022-02-23,4.413530558767496e-05,3.688051497624167e-05,2.7313999079024315e-05,0.006643440794322996,0.005912484535695455,0.0050083209999691744,0.08150730515924935,0.07637166560537037,0.06999862314449963,1.8382612039456064e-08,275,0.0006879695330060387,4.5704848608236585e-06,3.73790339377072e-05,0.006113839541377186,0.0781910451482597,0.02022042132033331,2022,6.32933221220843e-05,-0.01691557255196796,3.9852973806815165e-05,3.664134000148058e-05,3.514270800851525e-05,3.695913402804059e-05
2022-02-23,2022-02-24,3.73790339377072e-05,3.1194841399120895e-05,2.8622101900985135e-05,0.006113839541377186,0.005512817214776074,0.005152917921991677,0.0781910451482597,0.0739963506644339,0.07109119447527602,2.7628779162101355e-08,275,0.0009164852400300853,5.603243699584497e-06,0.0002619721626481917,0.016185554134727415,0.12722245923863998,-0.012266128413530631,2022,6.32933221220843e-05,-0.01691557255196796,3.647084562266384e-05,3.354208355868779e-05,3.236330503674996e-05,3.35836842994744e-05
2022-02-24,2022-02-28,0.0002619721626481917,7.975629846491159e-05,3.884800743118319e-05,0.016185554134727415,0.007874373878480051,0.005612127349240853,0.12722245923863998,0.0862078975395452,0.07332888589473162,7.995048088867666e-07,275,0.001862265644644733,3.0141801404640374e-05,7.036338984093433e-05,0.00838828885059011,0.09158760205721138,-0.0034837048998737244,2022,6.32933221220843e-05,-0.01691557255196796,0.00010777436094473627,8.789071520430104e-05,7.55016671703479e-05,8.853315452037387e-05
2022-02-28,2022-03-01,7.036338984093433e-05,8.689051097957598e-05,4.147632385698522e-05,0.00838828885059011,0.008374027790071075,0.005832447445178507,0.09158760205721138,0.08917612572934419,0.07478703256203237,6.076527709075389e-08,275,0.0009906335409387767,8.309720286477342e-06,5.4221239437845325e-05,0.007363507278318215,0.0858108808853412,0.01605977794821718,2022,6.32933221220843e-05,-0.01691557255196796,6.579291978607946e-05,5.698821476761636e-05,5.2930576884746634e-05,5.735951366598722e-05
2022-03-01,2022-03-02,5.4221239437845325e-05,9.36142262904707e-05,4.306697606055572e-05,0.007363507278318215,0.008938926119867184,0.005967841054044973,0.0858108808853412,0.09286385849774033,0.07567760969627386,1.4339078835893306e-08,275,0.0005481943684329824,4.0366332218893225e-06,0.00012666153964271466,0.011254400901101518,0.1060867611962092,-0.006096784712776314,2022,6.32933221220843e-05,-0.01691557255196796,6.462313077584894e-05,5.639446781012863e-05,5.303192236860549e-05,5.689905421438643e-05
2022-03-02,2022-03-03,0.00012666153964271466,0.00011011947310147864,4.755839060414585e-05,0.011254400901101518,0.009861118141222888,0.00623952520029186,0.1060867611962092,0.09777974970513229,0.07719767296336463,2.520204927717057e-07,275,0.0015036758014642076,1.6922970294963325e-05,6.355099900305961e-05,0.007971888045065587,0.08928543019477246,0.007515923685044293,2022,6.32933221220843e-05,-0.01691557255196796,8.810241211393477e-05,7.944372501556709e-05,7.399553774272055e-05,7.969793636755719e-05
2022-03-03,2022-03-07,6.355099900305961e-05,0.00011535386611454912,4.930970494660296e-05,0.007971888045065587,0.01023272784196057,0.006374510663275026,0.08928543019477246,0.09999862671443484,0.07804127032133705,4.032622673506608e-08,267,0.0008617910570031451,6.870101824667808e-06,0.00014970059992931744,0.0122352196518623,0.11061292714625312,0.026517596004144838,2022,6.32933221220843e-05,-0.01691557255196796,7.542725935053818e-05,6.741237114603892e-05,6.373411512568528e-05,6.76933346953449e-05
2022-03-07,2022-03-08,0.00014970059992931744,9.289955357077428e-05,5.316788436837857e-05,0.0122352196518623,0.009442660945387545,0.006564696674048015,0.11061292714625312,0.09667672029595746,0.07899058178971093,1.8594519106341349e-07,275,0.0011880627216728074,1.4536208359856144e-05,0.00034612067849463195,0.018604318812970068,0.13639764958741066,0.0299544537546003,2022,6.32933221220843e-05,-0.01691557255196796,8.830761352154363e-05,8.227427794382219e-05,7.749970022547619e-05,8.336874653962244e-05
2022-03-08,2022-03-09,0.00034612067849463195,0.0001480510113015138,6.681728454642042e-05,0.018604318812970068,0.011485866937863538,0.0071026169847606645,0.13639764958741066,0.10563872980199733,0.0814504546294081,2.644356367381767e-06,275,0.0029464893929295527,5.481742804509603e-05,0.00026890180593074,0.016398225694590863,0.12805555706251434,-0.036706552842854345,2022,6.32933221220843e-05,-0.01691557255196796,0.00015585863957703737,0.00013407151191008516,0.00011864138088154045,0.00013073013337457678
2022-03-09,2022-03-10,0.00026890180593074,0.00019098712460009274,7.832698538628222e-05,0.016398225694590863,0.013292810621118067,0.007667951929559062,0.12805555706251434,0.11408766503743195,0.08441046453629167,4.6202349071483144e-07,275,0.0013973134291986927,2.2913460978082873e-05,0.00012280800359547133,0.011081877259538265,0.10527049567442089,0.005184038963086115,2022,6.32933221220843e-05,-0.01691557255196796,0.00015465780745465985,0.00013819770943550178,0.00012575872377105723,0.00013992617275510706
2022-03-10,2022-03-14,0.00012280800359547133,0.00019021641739064407,8.31313961928875e-05,0.011081877259538265,0.013258305892805416,0.007983649063003183,0.10527049567442089,0.1139244119330743,0.08627203518315034,9.582183132474738e-08,275,0.0009416240918697042,1.0434962610724245e-05,7.89959545088811e-05,0.008887966837746477,0.09427601411677562,-0.023367661963858494,2022,6.32933221220843e-05,-0.01691557255196796,0.00012089595277678264,0.00010816964609217313,0.00010087625868095051,0.00010911410020358534
2022-03-14,2022-03-15,7.89959545088811e-05,0.00019330540849180837,8.595464378357922e-05,0.008887966837746477,0.013441521651341593,0.008200871363080337,0.09427601411677562,0.11492252871747492,0.08764357779343047,3.7421286804429374e-08,275,0.0007336950636931455,6.521057395122966e-06,8.533799114786873e-05,0.009237856415200916,0.09611376808345887,-0.012480750723600907,2022,6.32933221220843e-05,-0.01691557255196796,0.00011215363188931075,9.856275318023245e-05,9.211454318172159e-05,9.899026726084972e-05
2022-03-15,2022-03-16,8.533799114786873e-05,0.00018043288673551863,8.863901164050421e-05,0.009237856415200916,0.012842049004009318,0.008387747227737129,0.09611376808345887,0.11202269690491606,0.0887578312840464,3.880734093711339e-08,275,0.0007188601336260041,6.64072669704917e-06,0.00011423404222090856,0.010688032663727622,0.10338294184113558,0.009536536916007364,2022,6.32933221220843e-05,-0.01691557255196796,0.00010952399502682041,9.664141610009519e-05,9.05476034711895e-05,9.723554710247608e-05
2022-03-16,2022-03-17,0.00011423404222090856,0.00013405555948077394,9.33317873101264e-05,0.010688032663727622,0.01125879177416083,0.008722859351633876,0.10338294184113558,0.10541975535566106,0.0908397399507752,3.965283612234938e-07,275,0.001986085858536428,2.122735052900486e-05,4.307346981555387e-05,0.00656303815435762,0.08101258022281244,-0.0006353481511125854,2022,6.32933221220843e-05,-0.01691557255196796,0.00010069667625106669,9.381356967300157e-05,8.969672905867114e-05,9.26586140049528e-05
2022-03-17,2022-03-21,4.307346981555387e-05,8.888989225773673e-05,9.48233058602488e-05,0.00656303815435762,0.00929175426611418,0.008875582308248923,0.08101258022281244,0.09601115998772067,0.09194957410858845,1.0848041064135608e-08,275,0.0005349699590487854,3.511028252672312e-06,2.4961550849863564e-05,0.0049961536055113,0.07068347476964683,0.0007644367066242676,2022,6.32933221220843e-05,-0.01691557255196796,6.835459597003778e-05,6.253045180575557e-05,6.031665046660336e-05,6.248473290817819e-05
2022-03-21,2022-03-22,2.4961550849863564e-05,6.932060170861516e-05,9.555203876185986e-05,0.0049961536055113,0.008074609535308785,0.008966852259099338,0.07068347476964683,0.08909375580676587,0.0926777063624622,3.650786629041919e-09,275,0.00040767690323128294,2.0368164299626554e-06,4.761332919836804e-05,0.006900241242041328,0.08306769072293588,-0.007691754406002027,2022,6.32933221220843e-05,-0.01691557255196796,5.7334983623509104e-05,4.991944947547228e-05,4.734433420772882e-05,4.953940792188282e-05
2022-03-22,2022-03-23,4.761332919836804e-05,6.304407664651256e-05,9.585340327252726e-05,0.006900241242041328,0.007677064416167757,0.008989507732287806,0.08306769072293588,0.08685209112799792,0.0928166296048671,5.184946402617048e-08,275,0.0011124142027443718,7.675926360009236e-06,3.0031137775696357e-05,0.005480067314887324,0.07402747675618374,0.008821827415384962,2022,6.32933221220843e-05,-0.01691557255196796,6.048025707820423e-05,5.5098451372324235e-05,5.308876198917424e-05,5.469889799657195e-05
2022-03-23,2022-03-24,3.0031137775696357e-05,5.1982705972078077e-05,9.5924068311771e-05,0.005480067314887324,0.006925506596105038,0.00899604086736779,0.07402747675618374,0.0824348328625429,0.0928610492150379,7.138023586738857e-09,275,0.0005197108217353977,2.8480502873853852e-06,4.1989158562499455e-05,0.006479904209361389,0.08049785220340595,0.011292553886716922,2022,6.32933221220843e-05,-0.01691557255196796,5.247768799577334e-05,4.591172806517936e-05,4.3778310081264275e-05,4.566559682861637e-05
2022-03-24,2022-03-28,4.1989158562499455e-05,3.753372924039626e-05,9.484142089082504e-05,0.006479904209361389,0.006083880905231792,0.00892184668843085,0.08049785220340595,0.07785781493499697,0.09242605977642261,1.374368949782701e-08,275,0.0006098762840493932,3.951939900201345e-06,5.513863621481717e-05,0.007425539456148433,0.08617156988327666,-0.01849747578039393,2022,6.32933221220843e-05,-0.01691557255196796,5.002638116673395e-05,4.512240662270874e-05,4.3530240829422524e-05,4.513584745721005e-05
2022-03-28,2022-03-29,5.513863621481717e-05,3.9946762520248915e-05,9.647659174971497e-05,0.007425539456148433,0.006256381165589954,0.009060381626609982,0.08617156988327666,0.07888961286708981,0.09333546182279505,1.628562736395026e-08,275,0.0005793391802934031,4.301905941761356e-06,8.015455245794771e-05,0.008952907486283308,0.09461980493682762,-0.0006703573460545584,2022,6.32933221220843e-05,-0.01691557255196796,5.4209991921347965e-05,4.972267316620998e-05,4.804531953239834e-05,5.001729413125026e-05
2022-03-29,2022-03-30,8.015455245794771e-05,5.098536284186575e-05,9.854305653109386e-05,0.008952907486283308,0.007047731941744356,0.00919960381723036,0.09461980493682762,0.08367687890052597,0.09414788654227735,8.998756140052818e-08,275,0.001129498890327644,1.0112299070963052e-05,3.509285967252167e-05,0.005923922659228568,0.07696702319323885,0.000727487215736052,2022,6.32933221220843e-05,-0.01691557255196796,6.427708329219794e-05,6.029747256167679e-05,5.837272868182003e-05,6.0374889769640984e-05
2022-03-30,2022-03-31,3.509285967252167e-05,4.848126893669647e-05,9.920170183969156e-05,0.005923922659228568,0.006852468225181804,0.009262554136770853,0.07696702319323885,0.08245674539458657,0.09458401409454455,6.486222174500408e-09,275,0.0004582950793898083,2.714904605410241e-06,3.1003060711036677e-05,0.005568039216011025,0.074619295199104,0.00681766022229457,2022,6.32933221220843e-05,-0.01691557255196796,5.2938357539767094e-05,4.773902559602427e-05,4.6144182957254575e-05,4.764166256512465e-05
2022-03-31,2022-04-04,3.1003060711036677e-05,4.867565352376453e-05,9.860478161802618e-05,0.005568039216011025,0.006870062605406546,0.009213672246847583,0.074619295199104,0.0825751090831706,0.09427092273271977,6.429256007560621e-09,275,0.0004854413179807734,2.7029562955890243e-06,2.9571259568750962e-05,0.00543794626387122,0.07374243190912014,-0.005006470304384936,2022,6.32933221220843e-05,-0.01691557255196796,5.195608398521566e-05,4.643593062656523e-05,4.4765358346295856e-05,4.621976125747961e-05
2022-04-04,2022-04-05,2.9571259568750962e-05,4.6192073725014836e-05,9.824988278307364e-05,0.00543794626387122,0.006661671016308511,0.009182949825142768,0.07374243190912014,0.08122402502431345,0.0940687130400316,7.18691798430986e-09,275,0.0005255270761552848,2.857788000341797e-06,4.499840030707067e-05,0.006708084697368592,0.08190289797906172,-0.0024347454537217046,2022,6.32933221220843e-05,-0.01691557255196796,5.069147222313082e-05,4.487399179630567e-05,4.3094823684676744e-05,4.460969809568277e-05
2022-04-05,2022-04-06,4.499840030707067e-05,4.416402654346554e-05,8.838743904029542e-05,0.006708084697368592,0.006518180064552542,0.008752155759808275,0.08190289797906172,0.08037029064347045,0.09200873298277806,2.826717882928115e-08,275,0.000844892314687635,5.6676092070804535e-06,6.147423033063612e-05,0.007840550384420478,0.08854688240937948,-0.0008527773005415506,2022,6.32933221220843e-05,-0.01691557255196796,5.206691727403801e-05,4.772702090577802e-05,4.625289530861097e-05,4.760693324525642e-05
