source_class,origin_date,target_date,evaluation_year,formation_n,sqrt_forecast,q80,q90,sqrt_normalized_risk_score,risk_regime,recent20_n,recent20_high_count,persistent_state,actual_direction,router_up,selected_expert,FAST_UP,SLOW_UP,MONTHLY_UP,legacy_bucket,action
EXTERNAL_RESEARCH_V2,2020-03-25,2020-03-26,2020,498,0.00024084699111773928,2.860861230028183e-05,4.226816010694759e-05,8.418688351247525,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-03-26,2020-03-27,2020,498,0.00020854836972384802,2.860861230028183e-05,4.226816010694759e-05,7.289705894675415,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-03-27,2020-03-30,2020,498,0.00019942599300071522,2.860861230028183e-05,4.226816010694759e-05,6.9708376941705295,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-03-30,2020-03-31,2020,498,0.00018317189704583972,2.860861230028183e-05,4.226816010694759e-05,6.402683748628914,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-03-31,2020-04-01,2020,498,0.00015968102524494836,2.860861230028183e-05,4.226816010694759e-05,5.581571855667229,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-04-01,2020-04-02,2020,498,0.00014305624369397144,2.860861230028183e-05,4.226816010694759e-05,5.000460777070343,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-04-02,2020-04-03,2020,498,0.0001281021608278733,2.860861230028183e-05,4.226816010694759e-05,4.477748150916476,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-04-03,2020-04-06,2020,498,0.00012234285082318862,2.860861230028183e-05,4.226816010694759e-05,4.27643429674439,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-06,2020-04-07,2020,498,0.00012863684473452517,2.860861230028183e-05,4.226816010694759e-05,4.496437764416066,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-07,2020-04-08,2020,498,0.00013190119605355953,2.860861230028183e-05,4.226816010694759e-05,4.610541562418256,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-08,2020-04-09,2020,498,0.00011487714621339198,2.860861230028183e-05,4.226816010694759e-05,4.0154742567594,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-09,2020-04-13,2020,498,0.00011692988005899968,2.860861230028183e-05,4.226816010694759e-05,4.087226560718143,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-13,2020-04-14,2020,498,0.00010870213542891795,2.860861230028183e-05,4.226816010694759e-05,3.7996297858825927,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-14,2020-04-15,2020,498,0.00011227666551217446,2.860861230028183e-05,4.226816010694759e-05,3.92457573033238,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-15,2020-04-16,2020,498,0.00010263941075151241,2.860861230028183e-05,4.226816010694759e-05,3.587710220761085,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-16,2020-04-17,2020,498,0.00010709547736166428,2.860861230028183e-05,4.226816010694759e-05,3.743469841793384,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-17,2020-04-20,2020,498,0.0001062245977588318,2.860861230028183e-05,4.226816010694759e-05,3.713028672760383,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-20,2020-04-21,2020,498,0.00010129379138160922,2.860861230028183e-05,4.226816010694759e-05,3.5406747562030945,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-21,2020-04-22,2020,498,0.00011572423312067687,2.860861230028183e-05,4.226816010694759e-05,4.0450837637985275,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-22,2020-04-23,2020,498,0.00010213754158410177,2.860861230028183e-05,4.226816010694759e-05,3.5701676303640775,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-23,2020-04-24,2020,498,9.057024612432937e-05,2.860861230028183e-05,4.226816010694759e-05,3.1658384955441248,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-24,2020-04-27,2020,498,8.407653891728897e-05,2.860861230028183e-05,4.226816010694759e-05,2.9388541476533176,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-27,2020-04-28,2020,498,7.986796855661317e-05,2.860861230028183e-05,4.226816010694759e-05,2.7917456365342956,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-04-28,2020-04-29,2020,498,6.709480450334318e-05,2.860861230028183e-05,4.226816010694759e-05,2.3452659569468954,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-04-29,2020-04-30,2020,498,6.587119010974534e-05,2.860861230028183e-05,4.226816010694759e-05,2.3024951164477288,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-04-30,2020-05-01,2020,498,7.598163935123122e-05,2.860861230028183e-05,4.226816010694759e-05,2.6559009068217794,EXTREME,20,20,PERSISTENT_HIGH,UP,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-05-01,2020-05-04,2020,498,6.966831199680273e-05,2.860861230028183e-05,4.226816010694759e-05,2.435221648136929,EXTREME,20,20,PERSISTENT_HIGH,DOWN,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-05-04,2020-05-05,2020,498,6.736082435589568e-05,2.860861230028183e-05,4.226816010694759e-05,2.3545645503131274,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-05,2020-05-06,2020,498,6.5968334735557e-05,2.860861230028183e-05,4.226816010694759e-05,2.305890759158113,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-06,2020-05-07,2020,498,6.881215093739204e-05,2.860861230028183e-05,4.226816010694759e-05,2.4052949585644234,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,0,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-07,2020-05-08,2020,498,5.958334872415099e-05,2.860861230028183e-05,4.226816010694759e-05,2.082706707293315,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,0,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-08,2020-05-11,2020,498,5.896535994740398e-05,2.860861230028183e-05,4.226816010694759e-05,2.0611052129509653,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-11,2020-05-12,2020,498,5.6016804061656375e-05,2.860861230028183e-05,4.226816010694759e-05,1.958039889306499,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-12,2020-05-13,2020,498,5.1869025188467625e-05,2.860861230028183e-05,4.226816010694759e-05,1.8130563147921948,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-13,2020-05-14,2020,498,5.243710034771939e-05,2.860861230028183e-05,4.226816010694759e-05,1.8329131031358283,EXTREME,20,20,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-14,2020-05-15,2020,498,4.750517871468919e-05,2.860861230028183e-05,4.226816010694759e-05,1.6605202033592246,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-15,2020-05-18,2020,498,4.631376022847451e-05,2.860861230028183e-05,4.226816010694759e-05,1.6188747549988036,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-18,2020-05-19,2020,498,5.4231637122573425e-05,2.860861230028183e-05,4.226816010694759e-05,1.8956402552261922,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-19,2020-05-20,2020,498,4.758507215240722e-05,2.860861230028183e-05,4.226816010694759e-05,1.663312839257794,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-20,2020-05-21,2020,498,4.6374493871841e-05,2.860861230028183e-05,4.226816010694759e-05,1.6209976696906812,EXTREME,20,20,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-21,2020-05-22,2020,498,4.906838205550463e-05,2.860861230028183e-05,4.226816010694759e-05,1.7151612088161734,EXTREME,20,20,PERSISTENT_HIGH,UP,1,TTSM_S2,1,0,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-22,2020-05-25,2020,498,4.358958530385691e-05,2.860861230028183e-05,4.226816010694759e-05,1.5236525577099558,EXTREME,20,19,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-25,2020-05-26,2020,498,3.57879730868151e-05,2.860861230028183e-05,4.226816010694759e-05,1.250951032198879,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-26,2020-05-27,2020,498,3.8681978454683505e-05,2.860861230028183e-05,4.226816010694759e-05,1.3521095692677985,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-05-27,2020-05-28,2020,498,3.7059203769067184e-05,2.860861230028183e-05,4.226816010694759e-05,1.2953862766948017,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,1,TTSM_S2,0,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-28,2020-05-29,2020,498,3.477350000128493e-05,2.860861230028183e-05,4.226816010694759e-05,1.215490623463144,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,1,TTSM_S2,0,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-05-29,2020-06-01,2020,498,3.548935548391807e-05,2.860861230028183e-05,4.226816010694759e-05,1.2405130004704372,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-01,2020-06-02,2020,498,3.521585701081366e-05,2.860861230028183e-05,4.226816010694759e-05,1.230952995593804,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-02,2020-06-03,2020,498,3.796692231101484e-05,2.860861230028183e-05,4.226816010694759e-05,1.3271151327616413,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-03,2020-06-04,2020,498,4.318074673525442e-05,2.860861230028183e-05,4.226816010694759e-05,1.509361806228855,EXTREME,20,18,PERSISTENT_HIGH,UP,1,TTSM_S2,0,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-04,2020-06-05,2020,498,4.142774370562897e-05,2.860861230028183e-05,4.226816010694759e-05,1.4480864458155092,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-05,2020-06-08,2020,498,5.04723787321854e-05,2.860861230028183e-05,4.226816010694759e-05,1.764237223477218,EXTREME,20,18,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-08,2020-06-09,2020,498,4.515772486371905e-05,2.860861230028183e-05,4.226816010694759e-05,1.5784661062806669,EXTREME,20,18,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-09,2020-06-10,2020,498,4.218542347384335e-05,2.860861230028183e-05,4.226816010694759e-05,1.4745707701952315,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-10,2020-06-11,2020,498,4.051517168306212e-05,2.860861230028183e-05,4.226816010694759e-05,1.4161879387160279,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-11,2020-06-12,2020,498,4.809217592160136e-05,2.860861230028183e-05,4.226816010694759e-05,1.681038402590663,EXTREME,20,18,PERSISTENT_HIGH,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-12,2020-06-15,2020,498,3.883205436180063e-05,2.860861230028183e-05,4.226816010694759e-05,1.3573553989341205,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-15,2020-06-16,2020,498,4.276598832833128e-05,2.860861230028183e-05,4.226816010694759e-05,1.4948641297050953,EXTREME,20,18,PERSISTENT_HIGH,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-16,2020-06-17,2020,498,4.738802906922735e-05,2.860861230028183e-05,4.226816010694759e-05,1.656425295006725,EXTREME,20,18,PERSISTENT_HIGH,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-17,2020-06-18,2020,498,4.2700096306107716e-05,2.860861230028183e-05,4.226816010694759e-05,1.4925609064123349,EXTREME,20,18,PERSISTENT_HIGH,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-18,2020-06-19,2020,498,3.7804047838634224e-05,2.860861230028183e-05,4.226816010694759e-05,1.321421935528897,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-06-19,2020-06-22,2020,498,3.354992691152314e-05,2.860861230028183e-05,4.226816010694759e-05,1.1727212267192924,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-22,2020-06-23,2020,498,3.77628849253647e-05,2.860861230028183e-05,4.226816010694759e-05,1.3199831061009795,HIGH_NON_EXTREME,20,19,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-23,2020-06-24,2020,498,3.293155651327415e-05,2.860861230028183e-05,4.226816010694759e-05,1.1511063929846654,HIGH_NON_EXTREME,20,19,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-24,2020-06-25,2020,498,3.765312041073706e-05,2.860861230028183e-05,4.226816010694759e-05,1.31614634137169,HIGH_NON_EXTREME,20,19,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-25,2020-06-26,2020,498,3.507731556734959e-05,2.860861230028183e-05,4.226816010694759e-05,1.226110347442614,HIGH_NON_EXTREME,20,19,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-26,2020-06-29,2020,498,3.648907300064222e-05,2.860861230028183e-05,4.226816010694759e-05,1.275457635541545,HIGH_NON_EXTREME,20,18,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-29,2020-06-30,2020,498,3.203010113963268e-05,2.860861230028183e-05,4.226816010694759e-05,1.1195964628916009,HIGH_NON_EXTREME,20,17,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-06-30,2020-07-01,2020,498,3.0380820192080496e-05,2.860861230028183e-05,4.226816010694759e-05,1.061946656943623,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,1,CONSENSUS_UP,DOWN_WATCH
