evaluation_year,origin_date,target_date,source,actual_up,sqrt_score,lag1_close_return,downside_share,intraday_end_norm,close_location,trough_recovery_norm,last_quarter_return_norm,direct_up_fraction,legacy_up_fraction,p_up,tau,up2_call
2022,2022-10-13,2022-10-17,GOVERNED_ROUTER_ABSTAIN,0,1.168096977641481,-0.00014377029324046716,0.6467881892602506,-0.00946739685078579,0.6842753718430877,0.9977641833651988,0.14613707257235334,0.0,0.0,0.4872353651617424,0.5,0
2023,2023-03-20,2023-03-21,GOVERNED_ROUTER_ABSTAIN,0,1.146032878619783,0.02872053736408438,0.5114145147488048,0.3646494798805557,0.41148469049983166,0.5805084893953877,0.16621029302429247,0.6,0.6666666666666666,0.5106228605286309,0.5346094892293329,0
2023,2023-03-21,2023-03-23,GOVERNED_ROUTER_ABSTAIN,1,1.058716904340701,-0.022540888887635533,0.6744242912763667,-2.0486925145207393,0.08559441430990875,0.1907319636770376,-0.0302537201011551,0.2,0.6666666666666666,0.560398997737468,0.5346094892293329,1
2024,2024-04-10,2024-04-11,GOVERNED_ROUTER_ABSTAIN,1,1.4657424170034918,-0.003203078023398376,0.5640318676336378,-0.1887628997926656,0.5733911340442384,0.521748085567582,0.21510993872187786,0.4,1.0,0.515544585539603,0.5346094892293329,0
2024,2024-04-11,2024-04-15,GOVERNED_ROUTER_ABSTAIN,1,1.0202846608764795,0.017042603325443696,0.3772969573304239,1.5190909741620218,0.8578893030823168,2.1669652897389198,0.28132881397397075,0.6,1.0,0.2973362682442244,0.5346094892293329,0
2024,2024-04-15,2024-04-16,GOVERNED_ROUTER_ABSTAIN,0,1.3537407758846487,0.0016217612012929998,0.4998701545587439,0.8788525089569227,0.9665654346660936,1.7471388235541776,0.01630691921471583,0.4,1.0,0.4015484488504006,0.5346094892293329,0
2024,2024-04-16,2024-04-17,GOVERNED_ROUTER_ABSTAIN,0,1.269918036192459,-0.002675048601014471,0.5274099768490305,-0.16095436629883456,0.5121309845506301,0.5479451096559099,-0.10366827993290162,0.6,1.0,0.49317419684267483,0.5346094892293329,0
2024,2024-04-17,2024-04-18,GOVERNED_ROUTER_ABSTAIN,1,1.2223221218895908,-0.002888627923596108,0.5731414408999259,-0.2596445818967826,0.41560479457850236,0.5199719499486124,0.347981630657336,0.4,1.0,0.5065954315726492,0.5346094892293329,0
2024,2024-04-18,2024-04-22,GOVERNED_ROUTER_ABSTAIN,0,1.210143654969699,0.00695293785680566,0.5026058689926028,0.5391636633497623,0.4621048445861349,0.5998376039583951,0.3513761230298593,0.6,1.0,0.43057327510832993,0.5346094892293329,0
2024,2024-04-22,2024-04-23,GOVERNED_ROUTER_ABSTAIN,1,1.538317545702139,-0.037847636909805686,0.6839037291202885,-2.0426088027607543,0.05253755116539385,0.11642049060090959,-0.8548953527900703,0.4,1.0,0.6424523070243121,0.5346094892293329,1
2024,2024-04-23,2024-04-24,GOVERNED_ROUTER_ABSTAIN,0,1.0504016635972275,0.010940339998898728,0.4061023756516369,1.0281529500527007,0.9157093192341648,1.3918811395846973,0.2621743197624219,0.6,1.0,0.3566869716090213,0.5346094892293329,0
2024,2024-04-24,2024-04-25,GOVERNED_ROUTER_ABSTAIN,1,1.1439783895481928,-0.006325832036825193,0.5843022509815151,-0.6683761405132406,0.2195545684764176,0.2620268633358695,-0.18047686553836004,0.4,1.0,0.5532869111174122,0.5346094892293329,1
2024,2024-04-25,2024-04-29,GOVERNED_ROUTER_ABSTAIN,0,1.0491804351295204,0.009225433462530247,0.4152007138604063,0.7943396838700612,0.7336069291493809,0.8517920079941742,0.07283684033170168,0.6,1.0,0.38976750575856356,0.5346094892293329,0
2024,2024-05-23,2024-05-27,GOVERNED_ROUTER_ABSTAIN,1,1.1283352479560735,-0.017805230916809474,0.6460853253409944,-1.498566414605356,0.09682136267388806,0.1614325033313242,0.022022557244756706,0.4,0.6666666666666666,0.548932870564412,0.5346094892293329,1
2024,2024-08-05,2024-08-06,GOVERNED_ROUTER_ABSTAIN,0,1.281050154385436,-0.018706425570382035,0.5692437491664679,-1.0617079838501766,0.47371220200668523,1.03759575630693,-0.06386408432858051,0.4,0.6666666666666666,0.46892760243311055,0.5346094892293329,0
2024,2024-11-06,2024-11-07,GOVERNED_ROUTER_ABSTAIN,1,1.1705370674158824,-0.032338292681653745,0.5993237728839217,-1.990860911164661,0.07550079611711419,0.16143961294090847,-0.20785993174217465,0.4,0.6666666666666666,0.5265443029821373,0.5346094892293329,0
2025,2025-04-03,2025-04-07,GOVERNED_ROUTER_ABSTAIN,0,1.2463030134438526,-0.015852640975164686,0.5174715708518771,-0.9455277013696886,0.4385592753864217,0.7599886277826413,-0.3093983755897911,0.6,1.0,0.5176376834724123,0.5312265857773989,0
2025,2025-04-07,2025-04-08,GOVERNED_ROUTER_ABSTAIN,1,1.6137209460912876,-0.03404121468301403,0.5185646322927394,-0.5527592625804493,0.4264063064866442,0.6419890647168517,0.1933734930510909,0.6,0.6666666666666666,0.35060705145402293,0.5312265857773989,0
2025,2025-04-08,2025-04-09,GOVERNED_ROUTER_ABSTAIN,1,1.447582444859196,0.0032737305747365447,0.46517419778111885,0.14344661231322708,0.6746066342838171,0.7807379094182552,0.5235871652786832,0.6,0.6666666666666666,0.37658804508944926,0.5312265857773989,0
2025,2025-04-09,2025-04-10,GOVERNED_ROUTER_ABSTAIN,1,2.035066999056528,0.03945978418569006,0.4356389284322509,1.8403620196484147,0.9773830279097356,1.8347222399754957,0.7525968549347272,0.6,0.6666666666666666,0.33660582915478904,0.5312265857773989,0
2025,2025-04-10,2025-04-21,GOVERNED_ROUTER_ABSTAIN,1,1.8282495165488846,0.029078754505882178,0.4023494617345296,1.6836705111242671,0.9872100151029913,2.1036872160875384,0.6973515928723485,0.6,1.0,0.3486051395493468,0.5312265857773989,0
2025,2025-04-21,2025-04-22,GOVERNED_ROUTER_ABSTAIN,0,1.5910970510440585,0.08064114618599068,0.44870484254812204,2.3853752818611853,0.9801375294621126,2.5014111638726986,1.2017367622499793,0.6,1.0,0.496915087968693,0.5312265857773989,0
2025,2025-04-22,2025-04-23,GOVERNED_ROUTER_ABSTAIN,0,2.7003420889516714,-0.034757573216021714,0.5656439309415373,-1.3575897484832964,0.2479634106672577,0.49718482190515817,0.019142970209246896,0.6,1.0,0.5367877090978612,0.5312265857773989,1
2025,2025-04-23,2025-04-24,GOVERNED_ROUTER_ABSTAIN,0,2.5293271534244157,-0.008406166291870833,0.5532165609500721,-0.4035241869013074,0.5872265772197903,0.8321446022592356,0.5783241514726545,0.4,1.0,0.5449443836484716,0.5312265857773989,1
2025,2025-04-24,2025-04-25,GOVERNED_ROUTER_ABSTAIN,0,2.014688141828417,-0.002517685060878891,0.537766019299547,-0.19060231720900406,0.23013179299031716,0.2487858349547187,-0.4989478653597053,0.6,1.0,0.5347274827670639,0.5312265857773989,1
2025,2025-04-25,2025-04-28,GOVERNED_ROUTER_ABSTAIN,1,1.895519765322181,-0.00481319742769609,0.5406649839347136,-0.3926005896580825,0.6783440846344786,0.9719341589778734,0.04578332532299621,0.6,1.0,0.512742480547848,0.5312265857773989,0
2025,2025-04-28,2025-04-29,GOVERNED_ROUTER_ABSTAIN,0,1.7548312720152108,0.00042208086489934607,0.46848968534252167,0.5729311003388278,0.5411715578609718,1.0101702295747876,-0.5566083112850417,0.6,1.0,0.41683222699768274,0.5312265857773989,0
2025,2025-04-29,2025-04-30,GOVERNED_ROUTER_ABSTAIN,0,1.3286465170455453,-0.003321158814926869,0.5272006295090383,-0.3672725178467728,0.026519952215745997,0.018398596852992596,-0.3519960298524799,0.6,1.0,0.5398306957166599,0.5312265857773989,1
2025,2025-04-30,2025-05-01,GOVERNED_ROUTER_ABSTAIN,1,1.656849879888474,-0.02372630105569833,0.5925884314505523,-1.4849869052799576,0.0,0.0,-1.0874947695714796,0.4,1.0,0.6512296919983039,0.5312265857773989,1
2025,2025-05-01,2025-05-02,GOVERNED_ROUTER_ABSTAIN,0,1.4094839655249696,0.00797045542927618,0.48111617317815464,0.5771509774993275,0.9498535031078658,1.1289470288490895,0.21203450989637002,0.6,1.0,0.41168348304549507,0.5312265857773989,0
2025,2025-05-02,2025-05-05,GOVERNED_ROUTER_ABSTAIN,1,1.3209755834076984,-0.0003103485915571044,0.4601759580796756,-0.03361856618583362,0.6765424090390478,0.7078624598846049,0.007257689881774922,0.6,1.0,0.4407391079543994,0.5312265857773989,0
2025,2025-05-05,2025-05-06,GOVERNED_ROUTER_ABSTAIN,1,1.2932522962379227,0.032244422713877584,0.3288477684415731,2.2562879074975126,0.8135973858300254,2.23844118722607,0.37434633769966735,0.6,1.0,0.2827023761448295,0.5312265857773989,0
2025,2025-05-06,2025-05-07,GOVERNED_ROUTER_ABSTAIN,1,1.9974211566209599,0.00475874012392456,0.6146773562005704,0.3032167128916062,0.28505176912497865,0.4078851690626464,-1.0099992894512908,0.4,1.0,0.5984083035285453,0.5312265857773989,1
2025,2025-05-07,2025-05-08,GOVERNED_ROUTER_ABSTAIN,0,1.4285849589742612,0.006020530445602043,0.45903630573008053,0.33200417825229417,0.6739526791572942,0.7668963130631351,0.7668963130631352,0.6,1.0,0.4194771985351456,0.5312265857773989,0
2025,2025-05-08,2025-05-09,GOVERNED_ROUTER_ABSTAIN,1,1.9531660272276754,-0.02629238430861402,0.6484931976632189,-1.6337441653169409,0.27006949823838045,0.5867514688727669,-0.034068776334988456,0.4,1.0,0.6599371314730819,0.5312265857773989,1
2025,2025-05-09,2025-05-12,GOVERNED_ROUTER_ABSTAIN,0,1.3568278917685463,0.0060563331990222975,0.4868713372688189,0.4571081053503267,0.4721169241586952,0.4923534005953493,0.040731857503735036,0.6,1.0,0.44510981304587083,0.5312265857773989,0
2025,2025-05-12,2025-05-13,GOVERNED_ROUTER_ABSTAIN,0,2.2000244920948635,-0.027973319419265355,0.6108405357465878,-0.7412946442287531,0.39382564807816145,0.4969912477547581,0.03694465854506216,0.4,0.6666666666666666,0.4870388055929448,0.5312265857773989,0
2025,2025-05-13,2025-05-14,GOVERNED_ROUTER_ABSTAIN,0,1.4138064064021858,-0.002765577460270764,0.4772645477318974,-0.23996899684641718,0.01840808155529245,0.018836367515231083,-0.5085504827437469,0.6,0.6666666666666666,0.4459185642930071,0.5312265857773989,0
2025,2025-05-14,2025-05-15,GOVERNED_ROUTER_ABSTAIN,1,1.6831302530045174,-0.02416411804345197,0.6416078684582573,-1.8803580512788354,0.02558068896273204,0.05656479571292209,-0.6800285882344522,0.4,0.6666666666666666,0.6478893403743965,0.5312265857773989,1
2025,2025-05-15,2025-05-16,GOVERNED_ROUTER_ABSTAIN,0,1.4622276619463004,0.019298094613999204,0.4491978248482567,1.4102992420362046,0.6973793772404064,2.018579809596148,-0.6785931107358055,0.6,0.6666666666666666,0.33873629505152464,0.5312265857773989,0
2025,2025-05-21,2025-05-22,GOVERNED_ROUTER_ABSTAIN,0,1.162421100283284,0.008379134129565235,0.4573966459780928,0.880309942467471,0.8356390093585702,1.2061053760510025,0.6666439520203327,0.6,0.6666666666666666,0.3142816194515122,0.5312265857773989,0
2025,2025-05-22,2025-05-23,GOVERNED_ROUTER_ABSTAIN,1,1.3459697680932492,-0.00939251231975847,0.5692898206740508,-0.6959010997370504,0.373227527463527,0.4921070383666779,0.04298179110480427,0.6,0.6666666666666666,0.48699688740402575,0.5312265857773989,0
2025,2025-05-23,2025-05-26,GOVERNED_ROUTER_ABSTAIN,0,1.0052287106952285,0.015019356558107922,0.36991961433207815,1.3173794337407125,0.8178919947146559,1.350151813346702,-0.029595829881531144,0.8,0.6666666666666666,0.24415816127483256,0.5312265857773989,0
2025,2025-05-27,2025-05-28,GOVERNED_ROUTER_ABSTAIN,0,1.0267825404159314,-0.014291330110755953,0.5885121160192923,-1.332833238470839,0.18257431775890198,0.28807047106420147,-0.09718911783956095,0.4,0.6666666666666666,0.5794854878458185,0.5312265857773989,1
2025,2025-06-12,2025-06-13,GOVERNED_ROUTER_ABSTAIN,1,1.0213680065744324,0.01667230021650591,0.45464507159048534,1.2253056651138772,0.8435344276742728,1.875901161501162,0.9153799994116778,0.8,1.0,0.333115184757297,0.5312265857773989,0
2025,2025-06-16,2025-06-17,GOVERNED_ROUTER_ABSTAIN,1,1.0772584091150041,-0.013679462054114508,0.6479996411293306,-1.2160818605008072,0.16030427723615615,0.24866344595028123,-0.0326835814046036,0.4,1.0,0.6605522425054529,0.5312265857773989,1
2025,2025-06-19,2025-06-23,GOVERNED_ROUTER_ABSTAIN,0,1.0327751215025338,-0.005295942352059408,0.5332212370555406,-0.4791974800682959,0.263724719435694,0.24468084413606095,-0.22293052872374963,1.0,1.0,0.460785707531501,0.5312265857773989,0
2025,2025-06-23,2025-06-24,GOVERNED_ROUTER_ABSTAIN,0,1.4241718835589288,-0.0010076590164010653,0.6343130749561463,-0.21299039772272008,0.2784428189632314,0.3277758663192364,-0.5450809052029436,0.4,0.6666666666666666,0.5602039112586493,0.5312265857773989,1
2025,2025-06-24,2025-06-25,GOVERNED_ROUTER_ABSTAIN,1,1.209459793898723,-0.007214528458464221,0.5326960823661276,-0.6899903811578489,0.5218091070263331,0.6819726386336863,0.19349711228923464,0.6,0.6666666666666666,0.4615854689437128,0.5312265857773989,0
2025,2025-06-26,2025-06-27,GOVERNED_ROUTER_ABSTAIN,0,1.0771802717809034,-0.01314763925324624,0.5824512898706561,-1.228862113237133,0.0,0.0,-0.8437779766126089,0.4,0.6666666666666666,0.5931675164147557,0.5312265857773989,1
2025,2025-07-03,2025-07-07,GOVERNED_ROUTER_ABSTAIN,0,1.2384119458202156,-0.0039000263265149345,0.6466600832534415,-0.34074378299096336,0.46717786092777436,0.5481683033892549,0.21323013193548676,0.0,0.3333333333333333,0.5481522592950703,0.5312265857773989,1
2025,2025-10-08,2025-10-09,GOVERNED_ROUTER_ABSTAIN,0,1.05101399100778,0.0048464640915806155,0.5847404066135398,0.3462048192798943,0.4134690320155915,0.39501969312110335,-0.22110954248656028,0.8,1.0,0.4767338030199981,0.5312265857773989,0
2025,2025-10-09,2025-10-10,GOVERNED_ROUTER_ABSTAIN,1,1.2297745986983628,-0.01854337283468851,0.6474904094950693,-1.4167887225463625,0.05209561127380411,0.1012452482655269,-0.4467670477037576,0.4,1.0,0.6737416595790046,0.5312265857773989,1
2025,2025-10-10,2025-10-13,GOVERNED_ROUTER_ABSTAIN,1,9.406023789702209,0.0004934082272707732,0.6103302147183256,0.0012280883543686566,0.8137474027167958,0.9103812709902248,0.025923135249248355,0.4,1.0,0.6712948205135997,0.5312265857773989,1
2025,2025-10-13,2025-10-14,GOVERNED_ROUTER_ABSTAIN,1,2.450130543884436,0.05048634475796919,0.3582281980380624,2.7992397623217116,0.9875397293791741,2.780249996021704,1.2434419173031952,0.6,1.0,0.3097952536029131,0.5312265857773989,0
2025,2025-10-14,2025-10-15,GOVERNED_ROUTER_ABSTAIN,1,4.068884023551547,0.006235454357882695,0.6110965426726829,0.29022555235779696,1.0,1.067031348336571,0.5566716108620319,0.4,1.0,0.5708793530031232,0.5312265857773989,1
2025,2025-10-15,2025-10-16,GOVERNED_ROUTER_ABSTAIN,1,3.0463811133238363,0.013303923723532764,0.4812299089725847,1.1240374512153453,0.9326133842374681,1.33172770270521,0.4891707616367814,0.6,1.0,0.40353809658662937,0.5312265857773989,0
2025,2025-10-16,2025-10-17,GOVERNED_ROUTER_ABSTAIN,0,4.227061173803694,0.03224194058306666,0.457757111924029,1.3796707130858574,0.7356578370478232,1.7104013794881259,0.26516622919556854,0.6,1.0,0.47488165042507724,0.5312265857773989,0
2025,2025-10-17,2025-10-20,GOVERNED_ROUTER_ABSTAIN,1,3.6405565819846264,-0.035796246158451825,0.6329620569353102,-1.464155322861034,0.22511345278795963,0.42540045513418073,-0.15628647744737711,0.4,1.0,0.6302741118160716,0.5312265857773989,1
2025,2025-10-20,2025-10-21,GOVERNED_ROUTER_ABSTAIN,0,2.6518012885374698,0.025900126323343226,0.4397494826838087,1.265644877720671,0.8179900775297668,1.7788325169825536,-0.15751428647351037,0.6,1.0,0.42911428177947636,0.5312265857773989,0
2025,2025-10-21,2025-10-22,GOVERNED_ROUTER_ABSTAIN,0,4.430461244536838,-0.052897733687568595,0.6343136900596901,-1.7781540148411799,0.2952987533628304,0.7434589670315075,-0.041655294142583295,0.4,1.0,0.6028616248104893,0.5312265857773989,1
2025,2025-10-22,2025-10-23,GOVERNED_ROUTER_ABSTAIN,1,4.48328548096294,-0.008562365982744978,0.5224205174150756,-0.3270941916681203,0.5102754053017,0.644470869301708,-0.016278769421938528,0.6,1.0,0.5308227022845152,0.5312265857773989,0
2025,2025-10-23,2025-10-24,GOVERNED_ROUTER_ABSTAIN,0,3.3935394498630096,0.006545008278445895,0.49406005935906644,0.4087942986878115,0.6021910423869011,0.6391048423736422,0.006954010254332592,0.6,1.0,0.4810971722899984,0.5312265857773989,0
2025,2025-10-24,2025-10-27,GOVERNED_ROUTER_ABSTAIN,0,2.765040212678787,-0.0036259597933674128,0.4236112399792305,-0.13009509556116033,0.7507243445653373,0.9259197591516961,-0.005226674378633265,0.6,1.0,0.43541561579427285,0.5312265857773989,0
2025,2025-10-27,2025-10-28,GOVERNED_ROUTER_ABSTAIN,0,2.7737826879127327,-0.02962376674892638,0.5785958344696797,-1.1531837436253267,0.17375826337492023,0.31841241681789745,0.28590242691940637,0.6,0.6666666666666666,0.48497137124122347,0.5312265857773989,0
2025,2025-10-28,2025-10-29,GOVERNED_ROUTER_ABSTAIN,0,2.4206234417316153,-0.006512223962592608,0.5254091644848873,-0.3580241414824747,0.7347094658736868,0.9606996317038421,0.09164138430322258,0.6,0.6666666666666666,0.4382847316473232,0.5312265857773989,0
2025,2025-10-29,2025-10-30,GOVERNED_ROUTER_ABSTAIN,1,2.517665605747246,-0.005844197120322955,0.5802427141826173,-0.2969385784835653,0.14745856842936467,0.2025902308724919,0.09034290502633754,0.4,0.6666666666666666,0.5313339379581739,0.5312265857773989,1
2025,2025-10-30,2025-10-31,GOVERNED_ROUTER_ABSTAIN,1,2.1445594330148925,0.01344101852934424,0.4612417848650785,0.8385184225873551,0.5418115404475701,0.7686775088523299,-0.3965331962024435,0.6,0.6666666666666666,0.3822454192571974,0.5312265857773989,0
2025,2025-11-11,2025-11-12,GOVERNED_ROUTER_ABSTAIN,1,1.002055914468654,-0.0056948619744557755,0.5731304076280551,-0.5031570736679619,0.25703717888027505,0.31604572006668374,-0.4169951415264051,0.4,0.6666666666666666,0.5268931127751251,0.5312265857773989,0
2025,2025-11-12,2025-11-13,GOVERNED_ROUTER_ABSTAIN,0,1.0492543262345426,0.023301747866782598,0.3665259503949459,1.938883411203041,0.9129456218641377,2.0821070012179446,0.2033457549203755,0.6,0.6666666666666666,0.24340266237969305,0.5312265857773989,0
2025,2025-11-13,2025-11-14,GOVERNED_ROUTER_ABSTAIN,0,1.45784566310569,-0.0012219089890362202,0.64553605014513,-0.13264827062898002,0.5750930066848051,0.8660313862973619,0.5113873316070224,0.4,0.6666666666666666,0.5258732649824761,0.5312265857773989,0
2025,2025-11-14,2025-11-17,GOVERNED_ROUTER_ABSTAIN,0,1.7634202640327128,-0.029524274132828158,0.5850365154874709,-1.6762408744267405,0.26771194361956985,0.6132183002759629,8.580557733019691e-05,0.6,0.6666666666666666,0.5242149244317333,0.5312265857773989,0
2025,2025-11-19,2025-11-20,GOVERNED_ROUTER_ABSTAIN,0,1.8493369729720814,0.00028585371795891446,0.5360250478107829,0.018016190663742555,0.3230420882278948,0.40193680310817165,-0.013363686070698794,0.6,0.6666666666666666,0.44934457089319646,0.5312265857773989,0
2025,2025-11-20,2025-11-21,GOVERNED_ROUTER_ABSTAIN,1,1.8144480370361142,-0.006363973941950235,0.5160846226301097,-0.3189185069006687,0.1626837696922932,0.1635665806088605,-0.4065726642580696,0.6,0.6666666666666666,0.4582261168326592,0.5312265857773989,0
2025,2025-11-21,2025-11-24,GOVERNED_ROUTER_ABSTAIN,1,1.4356756570828508,0.0036176098725911317,0.4135200372617556,0.22754417611889716,0.5502190244285854,0.731401368474902,-0.0009073798541262851,0.6,1.0,0.41444066104685223,0.5312265857773989,0
2025,2025-11-24,2025-11-25,GOVERNED_ROUTER_ABSTAIN,1,1.1137974158241453,0.018375053524240022,0.36190202599532834,2.3202447187968342,0.8943646219954458,2.364019378783563,0.10181765097417499,0.8,1.0,0.2245348834593211,0.5312265857773989,0
2025,2025-11-25,2025-11-26,GOVERNED_ROUTER_ABSTAIN,0,1.2564942244857962,0.005042264671740666,0.4972977702196681,0.42196452545561813,0.9113975589333951,1.0032428517008363,0.6636680502210203,0.8,1.0,0.3838804202626886,0.5312265857773989,0
2025,2025-11-26,2025-11-27,GOVERNED_ROUTER_ABSTAIN,1,1.0016526489997253,-0.0026680995507219114,0.532361855622176,-0.2977108656183095,0.2682009298457041,0.22189816400375592,-0.3613280466849555,1.0,1.0,0.4549119586774639,0.5312265857773989,0
2025,2025-11-28,2025-12-01,GOVERNED_ROUTER_ABSTAIN,1,1.1160255504446255,0.00663369099968013,0.537466529688014,0.4855552710008164,0.8000483920848769,0.9240158218369181,0.0004168237370444163,0.8,1.0,0.4211327441777424,0.5312265857773989,0
2025,2025-12-01,2025-12-02,GOVERNED_ROUTER_ABSTAIN,1,1.1442843553092585,0.000488627554139145,0.6145906188489909,-0.460328496417003,0.25531346666007876,0.29605869253890793,-0.27177692228925987,0.8,1.0,0.5645047688396306,0.5312265857773989,1
2025,2025-12-02,2025-12-03,GOVERNED_ROUTER_ABSTAIN,0,1.039648587391925,0.0007163822729200606,0.5679955714268806,0.07239414190435464,0.891546195190552,1.1855718952189767,0.34796990866623473,0.8,1.0,0.44309458299173665,0.5312265857773989,0
2025,2025-12-03,2025-12-04,GOVERNED_ROUTER_ABSTAIN,1,1.1288662222178938,-0.005999599472045111,0.6058077213617877,-0.5748012797394051,0.13654154958560638,0.1364701514483645,-0.15359297515756062,0.8,1.0,0.548817838567381,0.5312265857773989,1
2025,2025-12-04,2025-12-05,GOVERNED_ROUTER_ABSTAIN,0,1.0458600291074394,0.004913213549353019,0.5103273426701037,0.5185266870740206,0.9231330703734643,1.0474303887277883,0.23835435420129084,1.0,1.0,0.3544481382197333,0.5312265857773989,0
2025,2025-12-05,2025-12-08,GOVERNED_ROUTER_ABSTAIN,0,1.0701559149548114,-0.0046125809636648335,0.6522786964292179,-0.4579606883880716,0.03786348956807601,0.05798327076693982,0.0025305288421218573,0.4,1.0,0.6343394941612077,0.5312265857773989,1
2025,2025-12-12,2025-12-15,GOVERNED_ROUTER_ABSTAIN,0,1.1611113276309772,0.008290499264571077,0.625055321868067,0.6021831828003331,0.4305767552969033,0.610655528378572,-0.0013290984719644637,0.8,1.0,0.48697497381981014,0.5312265857773989,0
2025,2025-12-15,2025-12-16,GOVERNED_ROUTER_ABSTAIN,1,1.015795555244506,-0.0031280969277289856,0.6036331118311958,-0.8690950834532408,0.07801278873316114,0.11678924704605842,-0.3943129827232204,0.8,1.0,0.5918980250731156,0.5312265857773989,1
2025,2025-12-16,2025-12-17,GOVERNED_ROUTER_ABSTAIN,1,1.028982527530903,0.00955221017666155,0.4780425229852222,0.8871502421046664,0.9649880225058366,1.2035512781493245,0.5973482045242879,1.0,1.0,0.31556673590778417,0.5312265857773989,0
2025,2025-12-18,2025-12-19,GOVERNED_ROUTER_ABSTAIN,1,1.1819943026576587,-0.002117184784413686,0.5683033607239416,-0.22348829085817584,0.17724738841564888,0.20857845483558493,-0.18842634250765247,0.8,1.0,0.5085675018882638,0.5312265857773989,0
2025,2025-12-29,2025-12-30,GOVERNED_ROUTER_ABSTAIN,0,1.6740360564695473,-0.03812681615646758,0.707656249099157,-1.8221500223489768,0.2493539763299589,0.6213355016414678,0.40580509944936405,0.6,1.0,0.624706050647748,0.5312265857773989,1
2025,2025-12-30,2025-12-31,GOVERNED_ROUTER_ABSTAIN,0,1.369170613899117,-0.0071581473088157795,0.5744395724299662,-0.4912168454850314,0.0,0.0,-0.10936743751414985,0.4,1.0,0.5935109058627945,0.5312265857773989,1
