origin_date,target_date,dr_d,dr_w,dr_m,target_dr,target_close_return,qhar_dr_forecast,ols_har_dr_forecast
2025-04-07,2025-04-08,0.00018034057712180493,9.672977191319511e-05,4.4214628955172246e-05,9.802448607826128e-05,0.0032737305747365447,0.00014005246516965854,9.838953908984419e-05
2025-04-08,2025-04-09,9.802448607826128e-05,0.00010878018873071893,4.560840480588709e-05,0.00019657838203314653,0.03945978418569006,0.00015973207421642234,8.152226371673386e-05
2025-04-09,2025-04-10,0.00019657838203314653,0.00013829917419782062,5.3361556561074706e-05,0.00011608852200047437,0.029078754505882178,0.00017033456656567265,0.0001190803590506918
2025-04-10,2025-04-21,0.00011608852200047437,0.00014703070457297769,5.655714266200219e-05,8.12484810916071e-05,0.08064114618599068,0.0001948989400609315,0.00010168516236726524
2025-04-21,2025-04-22,8.12484810916071e-05,0.00013445608966505885,5.850034778222585e-05,0.0003483535981786625,-0.034757573216021714,0.0002053971141231023,8.819036268419814e-05
2025-04-22,2025-04-23,0.0003483535981786625,0.00016805869387643036,7.217170697441927e-05,0.00022341930120836084,-0.008406166291870833,0.00020612368707631618,0.00017196674749475236
2025-04-23,2025-04-24,0.00022341930120836084,0.00019313765690245026,8.048153843691978e-05,0.00011498206245260041,-0.002517685060878891,0.00025593032230382916,0.00014962765062340676
2025-04-24,2025-04-25,0.00011498206245260041,0.00017681839298634103,8.498748602184596e-05,9.387590301071524e-05,-0.00481319742769609,0.0002864392570284999,0.00011585635063922775
2025-04-25,2025-04-28,9.387590301071524e-05,0.0001723758691883892,8.840374916432574e-05,6.847382181439755e-05,0.00042208086489934607,0.00030008828765561786,0.00010912592478517292
2025-04-28,2025-04-29,6.847382181439755e-05,0.0001698209373329473,9.041502660987783e-05,5.1289031991672105e-05,-0.003321158814926869,0.00031033657694851943,0.00010179924421864964
2025-04-29,2025-04-30,5.1289031991672105e-05,0.00011040802409554925,9.208868685024488e-05,0.00014897006726618856,-0.02372630105569833,0.0003116529552353657,7.55988538986012e-05
2025-04-30,2025-05-01,0.00014897006726618856,9.551817730711477e-05,9.783236065473915e-05,8.970056949885022e-05,0.00797045542927618,0.0003111177881650002,9.629975244829266e-05
2025-05-01,2025-05-02,8.970056949885022e-05,9.046187871636474e-05,0.00010077560496035426,7.426791966282883e-05,-0.0003103485915571044,0.00032972048857588535,7.93250908448163e-05
2025-05-02,2025-05-05,7.426791966282883e-05,8.654028204678745e-05,0.00010298862365900706,6.716067918042307e-05,0.032244422713877584,0.00033874225058506334,7.412069033230646e-05
2025-05-05,2025-05-06,6.716067918042307e-05,8.627765351999256e-05,0.00010504091379605172,0.00019593651544361549,0.00475874012392456,0.0003462693116991469,7.241941153575464e-05
2025-05-06,2025-05-07,0.00019593651544361549,0.00011520715021038123,0.0001132254627460356,7.235617291605944e-05,0.006020530445602043,0.0003530019051506056,0.00011770014730604054
2025-05-07,2025-05-08,7.235617291605944e-05,9.988437134035542e-05,0.00011584066836691681,0.00017456292619588245,-0.02629238430861402,0.00038034946348530064,8.011358814260621e-05
2025-05-08,2025-05-09,0.00017456292619588245,0.00011685684267976186,0.00012267896816316916,4.477139336507046e-05,0.0060563331990222975,0.00038606860292537157,0.00011388446928116931
2025-05-09,2025-05-12,4.477139336507046e-05,0.00011095753742021018,0.00012299710413473408,0.00020124775110866546,-0.027973319419265355,0.0004084415044417477,7.787318946051437e-05
2025-05-12,2025-05-13,0.00020124775110866546,0.00013777495180585867,0.00012991820851705353,5.6239247896841226e-05,-0.002765577460270764,0.00040631583661174226,0.0001294499021093018
2025-05-13,2025-05-14,5.6239247896841226e-05,0.00010983549829650381,0.00012918222568851498,0.00010506254563061512,-0.02416411804345197,0.00042549831812685934,8.120710361532462e-05
2025-05-14,2025-05-15,0.00010506254563061512,0.00011637677283941493,0.00012740681614303382,8.339161232951348e-05,0.019298094613999204,0.0004124535981174519,9.614587228657531e-05
2025-05-15,2025-05-16,8.339161232951348e-05,9.814251006614115e-05,0.00012300004501611145,0.00013897381639451078,-0.0010153138845878503,0.00040042296826833947,8.32248874621894e-05
2025-05-16,2025-05-19,0.00013897381639451078,0.00011698299467202923,0.00012486137821230458,6.957541206397284e-05,0.0007320017458810427,0.0003988839741858702,0.00010490917071158539
2025-05-19,2025-05-20,6.957541206397284e-05,9.064852686309069e-05,0.00011908851594097852,4.805148035865413e-05,0.029423813091489014,0.00038981532083879743,7.637681845615524e-05
2025-05-20,2025-05-21,4.805148035865413e-05,8.901097335545327e-05,0.0001159959231390776,4.876860566904087e-05,0.008379134129565235,0.00038371984353844637,6.977776674879044e-05
2025-05-21,2025-05-22,4.876860566904087e-05,7.775218536313842e-05,0.0001145195651653246,9.150391843683899e-05,-0.00939251231975847,0.00037774544346997604,6.563092635224514e-05
2025-05-22,2025-05-23,9.150391843683899e-05,7.937464658460353e-05,0.00010284457972251443,4.540851106129031e-05,0.015019356558107922,0.00033454883719427706,7.595776642398025e-05
2025-05-23,2025-05-26,4.540851106129031e-05,6.0661585517959435e-05,9.475318017037485e-05,2.7664619982139356e-05,-0.001969679519458176,0.00031521653244157715,5.6035978970157436e-05
2025-05-26,2025-05-27,2.7664619982139356e-05,5.227942710159273e-05,9.078420551262661e-05,6.375963298030037e-05,-0.014291330110755953,0.00030499741633472537,4.7828148388830585e-05
2025-05-27,2025-05-28,6.375963298030037e-05,5.5421057625921975e-05,8.941528414760777e-05,8.795843908422623e-05,-0.006688988150796652,0.00029498568725001937,5.8240382756747275e-05
2025-05-28,2025-05-29,8.795843908422623e-05,6.325902430895905e-05,9.030094856896362e-05,3.9811785219565654e-05,0.005961450832419483,0.0002945069697250838,6.755573435786441e-05
2025-05-29,2025-06-02,3.9811785219565654e-05,5.2920597665504376e-05,8.977925553386788e-05,3.8902306175854446e-05,0.019370847589897443,0.00029989691407093344,5.111226586670427e-05
2025-06-02,2025-06-03,3.8902306175854446e-05,5.161935668841721e-05,8.477617548430722e-05,4.289682591499106e-05,-0.0008599633688392569,0.0002844254907278203,4.978416439156551e-05
2025-06-03,2025-06-04,4.289682591499106e-05,5.466579787498755e-05,8.26487325941318e-05,3.471392327660379e-05,0.003153535872373095,0.00027751283150294245,5.1690952365641625e-05
2025-06-04,2025-06-05,3.471392327660379e-05,4.8856655934248236e-05,8.085082366748522e-05,6.949058586452497e-05,2.0718992483735774e-05,0.0002726786343779624,4.7192674764174025e-05
2025-06-05,2025-06-06,6.949058586452497e-05,4.516308529030798e-05,8.095672851676258e-05,5.759198667296703e-05,-0.015608298472685586,0.0002666732280901336,5.4919085320062085e-05
2025-06-06,2025-06-09,5.759198667296703e-05,4.871912558098826e-05,7.466834084536948e-05,3.48065908359388e-05,-0.0030035718269035947,0.0002496480257172599,5.23581452900521e-05
2025-06-09,2025-06-10,3.48065908359388e-05,4.789998251300512e-05,7.296154165990945e-05,2.8797255467044e-05,0.009451078411562286,0.0002481474763217404,4.590095999948436e-05
2025-06-10,2025-06-11,2.8797255467044e-05,4.508006842341572e-05,6.633582935405316e-05,5.746597394398816e-05,0.00925281143235946,0.00022834981135742534,4.2483521807703146e-05
2025-06-11,2025-06-12,5.746597394398816e-05,4.963047855689259e-05,6.691285574400398e-05,8.117495785142949e-05,0.01667230021650591,0.00022578119816028407,5.1714875771361314e-05
2025-06-12,2025-06-13,8.117495785142949e-05,5.19673529542735e-05,6.14550015050387e-05,6.58461804929131e-05,0.001964883453431402,0.00020513351934826549,5.8098553179124664e-05
2025-06-13,2025-06-16,6.58461804929131e-05,5.361819171826271e-05,6.189168025940559e-05,7.485818131159991e-05,-0.013679462054114508,0.00020927848560618108,5.476033134709088e-05
2025-06-16,2025-06-17,7.485818131159991e-05,6.162850981339494e-05,6.051875460854127e-05,4.665388480230179e-05,0.0011567142346879684,0.0002044137695397277,5.990006520512036e-05
2025-06-17,2025-06-18,4.665388480230179e-05,6.51998356804465e-05,5.884885790275892e-05,4.405195100494768e-05,-0.005058673264315867,0.00020444969211726868,5.365294524791354e-05
2025-06-18,2025-06-19,4.405195100494768e-05,6.25170310926384e-05,5.453422765777879e-05,6.785174386846254e-05,-0.005295942352059408,0.00019123802190132829,5.145745729325882e-05
2025-06-19,2025-06-23,6.785174386846254e-05,5.9852388296045e-05,5.44558791034374e-05,0.00014705258556075668,-0.0010076590164010653,0.00018664593433575873,5.6676191993213846e-05
2025-06-23,2025-06-24,0.00014705258556075668,7.609366930961372e-05,5.8955929339896604e-05,8.156526816717648e-05,-0.007214528458464221,0.00018895860034672806,8.388771244159894e-05
2025-06-24,2025-06-25,8.156526816717648e-05,7.743508668072903e-05,6.0446686726175495e-05,2.0440780262542322e-05,0.0028740975312599197,0.00020485515456377767,6.747336964360833e-05
2025-06-25,2025-06-26,2.0440780262542322e-05,7.219246577277715e-05,5.721654408188928e-05,5.8889711329066476e-05,-0.01314763925324624,0.00020465397698221272,4.919233395689664e-05
2025-06-26,2025-06-27,5.8889711329066476e-05,7.51600178376009e-05,5.782932591224274e-05,9.334746233815525e-05,-0.003935545889948485,0.00020035282856412743,6.039656293423896e-05
2025-06-27,2025-06-30,9.334746233815525e-05,8.025916153153944e-05,6.0814909655698014e-05,3.795865352565442e-05,0.010910852292585128,0.00020431391471551248,7.163519835617782e-05
2025-06-30,2025-07-01,3.795865352565442e-05,5.844037512451899e-05,5.9642137862305016e-05,5.425863158025581e-05,0.006280163070980403,0.0002076101704415187,4.898662267235566e-05
2025-07-01,2025-07-02,5.425863158025581e-05,5.297904780713486e-05,5.811032843030636e-05,7.358097460753856e-05,0.0027311191215329323,0.0001994772439789718,5.1038808932847514e-05
2025-07-02,2025-07-03,7.358097460753856e-05,6.36070866761341e-05,5.9645291584305125e-05,9.70711802509128e-05,-0.0039000263265149345,0.0002021546016590087,6.019009370843291e-05
2025-07-03,2025-07-07,9.70711802509128e-05,7.124338046050338e-05,6.228933131498959e-05,2.6902362864812156e-05,-0.0008820623169166179,0.00020721300154091413,6.946072932312867e-05
2025-07-07,2025-07-08,2.6902362864812156e-05,5.795436056583475e-05,6.156231026725418e-05,3.9622391605491715e-05,-0.011529324140379767,0.0002153742782454422,4.615615975852268e-05
2025-07-08,2025-07-09,3.9622391605491715e-05,5.828710818180221e-05,6.178542246402182e-05,2.7780324396035318e-05,0.005550296077351108,0.00021394031116700463,4.962589111387223e-05
2025-07-09,2025-07-10,2.7780324396035318e-05,5.2991446744958106e-05,5.9889501488181374e-05,3.869458358893231e-05,0.006609146813971153,0.00020948351217623865,4.4350106343638086e-05
2025-07-10,2025-07-11,3.869458358893231e-05,4.6014168541236865e-05,5.903052862072525e-05,6.342290414088368e-05,0.005008942169831065,0.0002041744833832572,4.4519533612638544e-05
2025-07-11,2025-07-14,6.342290414088368e-05,3.928451331923104e-05,6.0331270134586394e-05,2.7060907750728736e-05,0.002259855061423706,0.00020322685601564968,4.864918932417652e-05
2025-07-14,2025-07-15,2.7060907750728736e-05,3.931622229641435e-05,6.025234523839024e-05,3.5512777548467806e-05,-0.007019855619104051,0.00020916718146850435,3.916132246947193e-05
2025-07-15,2025-07-16,3.5512777548467806e-05,3.849429948500957e-05,5.92544726749575e-05,8.774929863206972e-05,0.0021120374327934116,0.0002045496849457301,4.0942096212436674e-05
2025-07-16,2025-07-17,8.774929863206972e-05,5.048809433221645e-05,5.955330634680477e-05,3.1118978620316425e-05,-0.0020490732641438164,0.000197964073592412,5.903648546878141e-05
2025-07-17,2025-07-18,3.1118978620316425e-05,4.897297333849327e-05,5.7974797170777656e-05,3.744560960425913e-05,0.002964399659835479,0.0002025339619269332,4.350517170055675e-05
2025-07-18,2025-07-21,3.744560960425913e-05,4.3777514431168356e-05,5.62742257295349e-05,1.3344912701704758e-05,0.014234746046907965,0.00019560459015941132,4.3031955317016176e-05
2025-07-21,2025-07-22,1.3344912701704758e-05,4.103431542136356e-05,5.476018154314413e-05,2.3016956759326432e-05,0.00896475146245979,0.00019470428001607383,3.554516546710314e-05
2025-07-22,2025-07-23,2.3016956759326432e-05,3.853515126353529e-05,5.380404544107042e-05,4.009906045138734e-05,-0.010658127052967073,0.00018981702488448182,3.70306818595577e-05
2025-07-23,2025-07-24,4.009906045138734e-05,2.900510362739882e-05,5.2542559831203374e-05,3.123056670729337e-05,-0.008179680183284395,0.00018192295387497618,3.781887918020483e-05
2025-07-24,2025-07-25,3.123056670729337e-05,2.9027421244794202e-05,4.7277922610591415e-05,9.184557046369335e-05,-0.0013762569594839148,0.0001671463574676348,3.486998153056926e-05
2025-07-25,2025-07-28,9.184557046369335e-05,3.990741341668105e-05,4.77452090786149e-05,3.302312192305945e-05,-0.009759506635940786,0.00015953053558508012,5.476066468564341e-05
2025-07-28,2025-07-29,3.302312192305945e-05,4.384305526095199e-05,4.83171336995475e-05,1.8927288373901215e-05,0.004379292796859486,0.00017174784044241223,4.093071051601163e-05
2025-07-29,2025-07-30,1.8927288373901215e-05,4.3025121583866946e-05,4.650065992885817e-05,3.493390133777437e-05,-0.009500722657181708,0.0001684310761335507,3.6728429389216394e-05
2025-07-30,2025-07-31,3.493390133777437e-05,4.199208976114435e-05,4.384549806520449e-05,2.236481167423852e-05,-0.0017715869417508385,0.00015737834163752335,4.020070624313303e-05
2025-07-31,2025-08-01,2.236481167423852e-05,4.021893875453338e-05,4.3136687071958316e-05,2.4257545503911555e-05,0.01811511516656142,0.0001571196688316101,3.6179664469373804e-05
2025-08-01,2025-08-04,2.4257545503911555e-05,2.6701333762577018e-05,4.1773001341215396e-05,1.372240514127162e-05,0.004786843564040249,0.0001510361413652304,3.152002841735536e-05
2025-08-04,2025-08-05,1.372240514127162e-05,2.2841190406219454e-05,3.9052157274566896e-05,1.538052019761368e-05,0.00028435092650082924,0.00014396908882008267,2.701426144725454e-05
2025-08-05,2025-08-06,1.538052019761368e-05,2.213183677096195e-05,3.533894545396239e-05,1.313323743758186e-05,0.0006513327385805614,0.00013211911162225507,2.673207131161238e-05
2025-08-06,2025-08-07,1.313323743758186e-05,1.7771703990923445e-05,3.4713076116361015e-05,3.5881905568826703e-05,0.003489239645528868,0.00013006719068252634,2.4460552176835278e-05
2025-08-07,2025-08-08,3.5881905568826703e-05,2.0475122769841083e-05,3.4543054023785334e-05,3.94381306951073e-05,-0.0008999506372246239,0.00012598297057801606,3.137425354573504e-05
2025-08-08,2025-08-11,3.94381306951073e-05,2.3511239808080233e-05,3.507295431010679e-05,3.1411662972433585e-05,-0.012147100741099358,0.00012736436249786222,3.348719294737426e-05
2025-08-11,2025-08-12,3.1411662972433585e-05,2.7049091374312628e-05,3.4741912463902306e-05,3.091444041140858e-05,-0.001821387898273788,0.00012810847279787752,3.265724902958868e-05
2025-08-12,2025-08-13,3.091444041140858e-05,3.0155875417071605e-05,3.326425502165343e-05,1.3513892762164758e-05,0.0032307598563417537,0.00012397638432468298,3.349333405561013e-05
2025-08-13,2025-08-14,1.3513892762164758e-05,3.023200648198818e-05,3.2648481613082344e-05,2.874695561912983e-05,-0.0047466242940265345,0.00012503789654836576,2.8904981701645993e-05
2025-08-14,2025-08-15,2.874695561912983e-05,2.880501649204881e-05,3.234094425265789e-05,9.216362379901519e-06,-0.0009658387800177146,0.0001213342640468869,3.2316572568232376e-05
2025-08-15,2025-08-18,9.216362379901519e-06,2.2760662829007656e-05,2.8771265332104784e-05,1.2675217306394506e-05,0.0009208669998021028,0.00011292098540664025,2.4553682573554244e-05
2025-08-18,2025-08-19,1.2675217306394506e-05,1.9013373695799835e-05,2.793291254510834e-05,1.699903585905394e-05,-0.008403145134355444,0.00010931174984716578,2.3971545561306612e-05
2025-08-19,2025-08-20,1.699903585905394e-05,1.6230292785328912e-05,2.7003522829417196e-05,9.04448140176599e-06,0.008097283381482098,0.00010538392568998229,2.3959772651782004e-05
2025-08-20,2025-08-21,9.04448140176599e-06,1.5336410513249157e-05,2.6808048679419983e-05,1.4194527224481605e-05,-0.001737990222665055,0.00010602929419829994,2.153010747960049e-05
2025-08-21,2025-08-22,1.4194527224481605e-05,1.2425924834319513e-05,2.6407029155108845e-05,1.1473126787894433e-05,0.00945779852163299,0.00010358104291259386,2.17514544568312e-05
2025-08-22,2025-08-25,1.1473126787894433e-05,1.2877277715918095e-05,2.510585035222281e-05,3.1559207658214125e-05,0.00016664434861285104,0.0001000698427686316,2.1048912775358673e-05
2025-08-25,2025-08-26,3.1559207658214125e-05,1.6654075786282022e-05,2.5120788577264655e-05,1.0979189386743763e-05,0.0037984973466859066,9.713293705516297e-05,2.768630564716294e-05
2025-08-26,2025-08-27,1.0979189386743763e-05,1.5450106491819983e-05,2.144504398285786e-05,1.9123814636856727e-05,0.003004209629706441,8.912247613402277e-05,2.1422388889350816e-05
2025-08-27,2025-08-28,1.9123814636856727e-05,1.746597313883813e-05,2.0813257288030462e-05,9.367723024405177e-06,0.008944208711581471,8.60136751690622e-05,2.4214629342104274e-05
2025-08-28,2025-08-29,9.367723024405177e-06,1.6500612298822845e-05,2.03787315903261e-05,1.5241300013458286e-05,0.014230137450386125,8.621758472558908e-05,2.1259240947693134e-05
2025-08-29,2025-09-01,1.5241300013458286e-05,1.7254246943935614e-05,1.948361334831173e-05,2.2173397518190832e-05,0.015785805732706593,8.253608913207284e-05,2.2960944699688564e-05
2025-09-01,2025-09-02,2.2173397518190832e-05,1.5377084915930955e-05,1.947491270485502e-05,4.181067806511112e-05,0.00759170063858214,8.111655541041186e-05,2.4076498454496646e-05
2025-09-02,2025-09-03,4.181067806511112e-05,2.1543382651604427e-05,2.0272782366727727e-05,4.8841186695963616e-05,-0.0008240556986100978,8.095078107134295e-05,3.1573901947560385e-05
2025-09-03,2025-09-04,4.8841186695963616e-05,2.7486857063425805e-05,2.1869090619213725e-05,3.409840444231418e-05,0.00646692259062319,8.537252907346459e-05,3.579637563494457e-05
2025-09-04,2025-09-05,3.409840444231418e-05,3.2432993347007606e-05,2.2719903539427387e-05,3.0734141853523124e-05,0.009086300800066584,9.107522560303555e-05,3.387739950378903e-05
