origin_date,target_date,dr_d,dr_w,dr_m,sd_d,sd_w,sd_m,target_dr,target_sd,target_close_return,evaluation_year,formation_n,formation_mean_dr,high_risk_threshold,extreme_return_threshold,raw_har_dr_forecast,sqrt_har_sd_forecast,sqrt_har_dr_forecast,actual_high_risk,raw_high_risk_alert,sqrt_high_risk_alert,raw_normalized_risk_score,sqrt_normalized_risk_score
2022-01-18,2022-01-19,3.700224098383458e-05,1.7735850909774623e-05,1.996953315383876e-05,0.006082946735245557,0.004063900534417695,0.004365674487765313,1.2540428473289449e-05,0.0035412467399617113,0.01537338990173968,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.0306563928090108e-05,0.005122649635977071,2.624153929297602e-05,0,0,0,0.4788271955394097,0.41460202140060876
2022-01-19,2022-01-20,1.2540428473289449e-05,1.7524160107920584e-05,1.9407297223235362e-05,0.0035412467399617113,0.004034616629395378,0.00429977871634893,1.922689095929426e-05,0.004384847883255959,0.0008366509381835173,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.441299629511254e-05,0.004434319510542854,1.9663189521581013e-05,0,0,0,0.3857120384362691,0.3106676796590542
2022-01-20,2022-01-24,1.922689095929426e-05,1.9163543425983018e-05,1.9675646770231912e-05,0.004384847883255959,0.004247358101582987,0.004333176528500967,2.785041968373205e-05,0.005277349683670019,0.0003040873715968794,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.6598381098204994e-05,0.004739110709353008,2.2459170315504372e-05,0,0,0,0.4202399274745019,0.3548426526290349
2022-01-24,2022-01-25,2.785041968373205e-05,2.1044150390943887e-05,1.9972310721636234e-05,0.005277349683670019,0.004443819659803075,0.004363157359329912,2.5022083469002975e-05,0.005002207859435968,0.0029813556625708513,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.9326962808647144e-05,0.00505019853001498,2.550450519256547e-05,0,0,0,0.4633500316523026,0.40295728423562144
2022-01-25,2022-01-26,2.5022083469002975e-05,2.4328412713830662e-05,1.9673017566764012e-05,0.005002207859435968,0.004857719780313843,0.004334986408747304,6.482065265025404e-05,0.008051127414856508,-0.017224183957231014,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.9773937906295656e-05,0.005125134027110406,2.6266998795844926e-05,1,0,0,0.47041199463137257,0.415004267672653
2022-01-26,2022-01-27,6.482065265025404e-05,2.9892095047114552e-05,2.1837791397304153e-05,0.008051127414856508,0.005251355916236033,0.004512457600723313,4.58338745777114e-05,0.006770071977291778,-0.009577691371179942,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.1393096162494066e-05,0.006098467973342054,3.719131162187874e-05,0,0,0,0.6539883636168181,0.587602457493726
2022-01-27,2022-01-31,4.58338745777114e-05,3.655078426799894e-05,2.264890251681437e-05,0.006770071977291778,0.005897120963702046,0.004579710701879123,1.5688387453779878e-05,0.003960856909026111,0.0004168832342773318,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.9413250064027154e-05,0.006010244679799206,3.6123041111054664e-05,0,0,0,0.6227078741103887,0.5707243655401463
2022-01-31,2022-02-01,1.5688387453779878e-05,3.584308356689607e-05,2.2557471611347733e-05,0.003960856909026111,0.005812322768856076,0.004568516878128385,1.7110965850155518e-05,0.004136540323767619,-0.0010007729465262496,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.208608222917306e-05,0.005240389881762768,2.7461686112881594e-05,0,0,0,0.5069426150089471,0.4338796762778812
2022-02-01,2022-02-02,1.7110965850155518e-05,3.3695192800180763e-05,2.2860696511850987e-05,0.004136540323767619,0.005584160896875597,0.004609673180310656,1.688450751366334e-05,0.004109076236049088,0.0049165725098852696,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.171030067625074e-05,0.005209598925945872,2.7139920969216385e-05,0,0,0,0.5010054712420663,0.42879596234286976
2022-02-02,2022-02-03,1.688450751366334e-05,3.206767760911284e-05,2.324503393566202e-05,0.004109076236049088,0.00540553457219822,0.004664481713175718,2.6281898295518778e-05,0.0051265873927515155,4.9802247254071325e-05,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.114382009809473e-05,0.00514592608627149,2.6480555285369417e-05,0,0,0,0.4920553867913979,0.4183783438368425
2022-02-03,2022-02-07,2.6281898295518778e-05,2.4359926738165786e-05,2.3591722315446613e-05,0.0051265873927515155,0.004820626567777221,0.004701185006086235,1.0992977489220404e-05,0.0033155659379991835,0.008180860460686359,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.068645721797387e-05,0.0052044390323903456,2.7086185641868158e-05,0,0,0,0.4848293025097311,0.42794697345199467
2022-02-07,2022-02-08,1.0992977489220404e-05,1.7391747320467584e-05,2.328175884972672e-05,0.0033155659379991835,0.004129725359918704,0.0046600540441170115,1.0260061712861089e-05,0.003203133108826589,0.0032448846714284566,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.460315062378151e-05,0.004469289870824138,1.997455194945124e-05,0,0,0,0.38871637321114766,0.31558703635310875
2022-02-08,2022-02-09,1.0260061712861089e-05,1.6306082172283825e-05,2.3225443862494813e-05,0.003203133108826589,0.003978180599878799,0.004651513899833776,8.929427014420104e-06,0.0029882146868021554,0.003697983461301637,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.4040551497547632e-05,0.004382829395284695,1.9209193508171606e-05,0,0,0,0.37982761358578465,0.3034947900367697
2022-02-09,2022-02-10,8.929427014420104e-06,1.4669774405136742e-05,2.2231311093674334e-05,0.0029882146868021554,0.0037485154724857064,0.004535077925765897,4.0983309963685026e-05,0.006401820831895018,-0.005379397358580923,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.2998989925690244e-05,0.004223083387626659,1.7834433298848257e-05,0,0,0,0.3633715083137568,0.2817743278579695
2022-02-10,2022-02-14,4.0983309963685026e-05,1.9489534895141078e-05,2.336980092969077e-05,0.006401820831895018,0.004207064391654892,0.004644612562960659,2.847650691233446e-05,0.00533633834312766,0.02872904142356626,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.238273597104764e-05,0.005304699702907123,2.8139838938022916e-05,0,0,0,0.5116295824792653,0.44459412137894977
2022-02-14,2022-02-15,2.847650691233446e-05,1.9928456618504217e-05,2.3088180193535836e-05,0.00533633834312766,0.004249014581730121,0.004619523063961828,6.580740182331106e-05,0.008112176145974091,-0.013146249515775877,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,2.95629775489588e-05,0.005036449262171995,2.5365821170432835e-05,1,0,0,0.46707893594107436,0.4007661522570356
2022-02-15,2022-02-16,6.580740182331106e-05,3.0891341485322346e-05,2.4629590319682602e-05,0.008112176145974091,0.005208336623325103,0.004731545255221097,1.9164877319238302e-05,0.004377770816207526,0.011216246311254235,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.240793174182612e-05,0.006134772451898039,3.7635433036567076e-05,0,0,0,0.6700222127703602,0.5946193338370419
2022-02-16,2022-02-17,1.9164877319238302e-05,3.26723046065978e-05,2.4752451168652056e-05,0.004377770816207526,0.00544326416480129,0.004746110680135771,3.46923272676123e-05,0.005890019292634983,0.008846311195025604,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.212419220634614e-05,0.005243680036361968,2.749618032374105e-05,0,0,0,0.5075447318815546,0.4344246660130214
2022-02-17,2022-02-21,3.46923272676123e-05,3.7824884657236236e-05,2.5711244113427177e-05,0.005890019292634983,0.006023625085967855,0.00484621763593403,2.0602662883371736e-05,0.0045390156293376805,0.009140941841207983,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.772469007287996e-05,0.005869634128500801,3.4452604802461356e-05,0,0,0,0.5960295463732195,0.544332382111448
2022-02-21,2022-02-22,2.0602662883371736e-05,3.374875524117357e-05,2.6146366318626708e-05,0.0045390156293376805,0.005651064045456388,0.00490157559534402,4.413530558767496e-05,0.006643440794322996,-0.005661134166795703,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.305564291373977e-05,0.005387753954081458,2.9027892669720388e-05,0,0,0,0.5222611454962007,0.45862488642529287
2022-02-22,2022-02-23,4.413530558767496e-05,3.688051497624167e-05,2.7313999079024315e-05,0.006643440794322996,0.005912484535695455,0.0050083209999691744,3.73790339377072e-05,0.006113839541377186,0.02022042132033331,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.985297380681517e-05,0.0060532090663945005,3.664134000148058e-05,0,0,0,0.6296552696340405,0.5789132055796402
2022-02-23,2022-02-24,3.73790339377072e-05,3.1194841399120895e-05,2.8622101900985135e-05,0.006113839541377186,0.005512817214776074,0.005152917921991677,0.0002619721626481917,0.016185554134727415,-0.012266128413530631,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.6470845622663846e-05,0.005791552776129024,3.3542083558687806e-05,1,0,0,0.5762194872994104,0.5299466426172044
2022-02-24,2022-02-28,0.0002619721626481917,7.975629846491159e-05,3.884800743118319e-05,0.016185554134727415,0.007874373878480051,0.005612127349240853,7.036338984093433e-05,0.00838828885059011,-0.0034837048998737244,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.00010777436094473615,0.009375004810894823,8.789071520430107e-05,1,1,1,1.7027761749786796,1.3886254071917998
2022-02-28,2022-03-01,7.036338984093433e-05,8.689051097957598e-05,4.147632385698522e-05,0.00838828885059011,0.008374027790071075,0.005832447445178507,5.4221239437845325e-05,0.007363507278318215,0.01605977794821718,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,6.579291978607944e-05,0.007549053898841654,5.6988214767616374e-05,0,1,0,1.0394922810209544,0.900382739551793
2022-03-01,2022-03-02,5.4221239437845325e-05,9.36142262904707e-05,4.306697606055572e-05,0.007363507278318215,0.008938926119867184,0.005967841054044973,0.00012666153964271466,0.011254400901101518,-0.006096784712776314,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,6.462313077584893e-05,0.007509625011285759,5.639446781012863e-05,1,1,0,1.0210102520957836,0.8910018611655632
2022-03-02,2022-03-03,0.00012666153964271466,0.00011011947310147864,4.755839060414585e-05,0.011254400901101518,0.009861118141222888,0.00623952520029186,6.355099900305961e-05,0.007971888045065587,0.007515923685044293,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,8.810241211393471e-05,0.00891312094698412,7.944372501556709e-05,1,1,1,1.3919701030070284,1.2551675651079088
2022-03-03,2022-03-07,6.355099900305961e-05,0.00011535386611454912,4.930970494660296e-05,0.007971888045065587,0.01023272784196057,0.006374510663275026,0.00014970059992931744,0.0122352196518623,0.026517596004144838,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,7.542725935053814e-05,0.008210503708423677,6.741237114603895e-05,1,1,1,1.1917095962359048,1.0650787300437408
2022-03-07,2022-03-08,0.00014970059992931744,9.289955357077428e-05,5.316788436837857e-05,0.0122352196518623,0.009442660945387545,0.006564696674048015,0.00034612067849463195,0.018604318812970068,0.0299544537546003,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,8.830761352154358e-05,0.009070516961222344,8.227427794382222e-05,1,1,1,1.3952121734297669,1.2998887589614305
2022-03-08,2022-03-09,0.00034612067849463195,0.0001480510113015138,6.681728454642042e-05,0.018604318812970068,0.011485866937863538,0.0071026169847606645,0.00026890180593074,0.016398225694590863,-0.036706552842854345,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.0001558586395770372,0.011578925334852332,0.0001340715119100852,1,1,1,2.4624815754876455,2.118256830499105
2022-03-09,2022-03-10,0.00026890180593074,0.00019098712460009274,7.832698538628222e-05,0.016398225694590863,0.013292810621118067,0.007667951929559062,0.00012280800359547133,0.011081877259538265,0.005184038963086115,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.00015465780745465971,0.011755752185015716,0.00013819770943550178,1,1,1,2.443509082306434,2.1834485029706134
2022-03-10,2022-03-14,0.00012280800359547133,0.00019021641739064407,8.31313961928875e-05,0.011081877259538265,0.013258305892805416,0.007983649063003183,7.89959545088811e-05,0.008887966837746477,-0.023367661963858494,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.00012089595277678256,0.010400463744092047,0.00010816964609217316,1,1,1,1.9100901757627848,1.7090214649110764
2022-03-14,2022-03-15,7.89959545088811e-05,0.00019330540849180837,8.595464378357922e-05,0.008887966837746477,0.013441521651341593,0.008200871363080337,8.533799114786873e-05,0.009237856415200916,-0.012480750723600907,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.0001121536318893107,0.009927877576815323,9.856275318023248e-05,1,1,1,1.7719662695691882,1.5572377918497973
2022-03-15,2022-03-16,8.533799114786873e-05,0.00018043288673551863,8.863901164050421e-05,0.009237856415200916,0.012842049004009318,0.008387747227737129,0.00011423404222090856,0.010688032663727622,0.009536536916007364,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.00010952399502682035,0.009830636607061377,9.664141610009523e-05,1,1,1,1.7304194400724187,1.5268817129504901
2022-03-16,2022-03-17,0.00011423404222090856,0.00013405555948077394,9.33317873101264e-05,0.010688032663727622,0.01125879177416083,0.008722859351633876,4.307346981555387e-05,0.00656303815435762,-0.0006353481511125854,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,0.00010069667625106662,0.009685740533020779,9.381356967300163e-05,0,1,1,1.5909526135606578,1.4822032803405054
2022-03-17,2022-03-21,4.307346981555387e-05,8.888989225773673e-05,9.48233058602488e-05,0.00656303815435762,0.00929175426611418,0.008875582308248923,2.4961550849863564e-05,0.0049961536055113,0.0007644367066242676,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,6.835459597003775e-05,0.007907619857185572,6.253045180575557e-05,0,1,0,1.0799653688297628,0.9879470647020667
2022-03-21,2022-03-22,2.4961550849863564e-05,6.932060170861516e-05,9.555203876185986e-05,0.0049961536055113,0.008074609535308785,0.008966852259099338,4.761332919836804e-05,0.006900241242041328,-0.007691754406002026,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.73349836235091e-05,0.007065369733812399,4.991944947547229e-05,0,0,0,0.9058614985150824,0.7887000998175508
2022-03-22,2022-03-23,4.761332919836804e-05,6.304407664651256e-05,9.585340327252726e-05,0.006900241242041328,0.007677064416167757,0.008989507732287806,3.0031137775696357e-05,0.005480067314887324,0.008821827415384962,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,6.0480257078204214e-05,0.007422833109556232,5.509845137232425e-05,0,0,0,0.95555510519018,0.8705255076680404
2022-03-23,2022-03-24,3.0031137775696357e-05,5.1982705972078077e-05,9.5924068311771e-05,0.005480067314887324,0.006925506596105038,0.00899604086736779,4.1989158562499455e-05,0.006479904209361389,0.011292553886716922,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.2477687995773334e-05,0.0067758193648576074,4.591172806517935e-05,0,0,0,0.8291188744138115,0.7253802854054935
2022-03-24,2022-03-28,4.1989158562499455e-05,3.753372924039626e-05,9.484142089082504e-05,0.006479904209361389,0.006083880905231792,0.00892184668843085,5.513863621481717e-05,0.007425539456148433,-0.01849747578039393,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.0026381166733944e-05,0.006717321387480933,4.512240662270876e-05,0,0,0,0.7903895622707209,0.7129094367281545
2022-03-28,2022-03-29,5.513863621481717e-05,3.9946762520248915e-05,9.647659174971497e-05,0.007425539456148433,0.006256381165589954,0.009060381626609982,8.015455245794771e-05,0.008952907486283308,-0.0006703573460545584,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.420999192134795e-05,0.007051430575862602,4.972267316620999e-05,1,0,0,0.8564883324781748,0.7855911413577193
2022-03-29,2022-03-30,8.015455245794771e-05,5.098536284186575e-05,9.854305653109386e-05,0.008952907486283308,0.007047731941744356,0.00919960381723036,3.509285967252167e-05,0.005923922659228568,0.000727487215736052,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,6.42770832921979e-05,0.007765144722519781,6.0297472561676804e-05,0,1,0,1.015542890420826,0.9526672094312113
2022-03-30,2022-03-31,3.509285967252167e-05,4.848126893669647e-05,9.920170183969156e-05,0.005923922659228568,0.006852468225181804,0.009262554136770853,3.1003060711036677e-05,0.005568039216011025,0.00681766022229457,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.293835753976708e-05,0.006909343354908937,4.773902559602429e-05,0,0,0,0.8363972021828165,0.7542505906696149
2022-03-31,2022-04-04,3.1003060711036677e-05,4.867565352376453e-05,9.860478161802618e-05,0.005568039216011025,0.006870062605406546,0.009213672246847583,2.9571259568750962e-05,0.00543794626387122,-0.005006470304384936,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.1956083985215655e-05,0.006814391434791903,4.6435930626565256e-05,0,0,0,0.8208778152772478,0.7336624002291521
2022-04-04,2022-04-05,2.9571259568750962e-05,4.6192073725014836e-05,9.824988278307364e-05,0.00543794626387122,0.006661671016308511,0.009182949825142768,4.499840030707067e-05,0.006708084697368592,-0.0024347454537217046,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.069147222313082e-05,0.006698805251409065,4.487399179630567e-05,0,0,0,0.8008976385431908,0.7089846178361404
2022-04-05,2022-04-06,4.499840030707067e-05,4.416402654346554e-05,8.838743904029542e-05,0.006708084697368592,0.006518180064552542,0.008752155759808275,6.147423033063612e-05,0.007840550384420478,-0.0008527773005415506,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.2066917274038e-05,0.006908474571551815,4.772702090577803e-05,0,0,0,0.8226289208458346,0.754060923105269
2022-04-06,2022-04-07,6.147423033063612e-05,4.0427962118003225e-05,8.798338633528187e-05,0.007840550384420478,0.006295708644179977,0.008727258556800564,2.3900180233373614e-05,0.004888781058032116,0.004510423359895582,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.455008937776655e-05,0.007119883704816434,5.069274397011059e-05,0,0,0,0.8618616869651236,0.8009177314524762
2022-04-07,2022-04-11,2.3900180233373614e-05,3.8189426230173616e-05,8.660515637144223e-05,0.004888781058032116,0.006088680323940686,0.008614771001333014,4.721502805526748e-05,0.006871319236890939,0.014452205553563222,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.4744297658170183e-05,0.006251147142176905,3.907684059314649e-05,0,0,0,0.70693552112598,0.6173927877852978
2022-04-11,2022-04-12,4.721502805526748e-05,4.143181969901977e-05,8.299395129928554e-05,0.006871319236890939,0.006349336328116668,0.00841554001659617,4.366973080257661e-05,0.006608307710948137,0.005543231126188811,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.0790256855995e-05,0.006833983969540257,4.670333689593321e-05,0,0,0,0.8024583819131413,0.7378872735712744
2022-04-12,2022-04-13,4.366973080257661e-05,4.42515139457849e-05,8.209025729017268e-05,0.006608307710948137,0.006583408617532052,0.008353559092318105,2.6172491721608014e-05,0.005115905757694136,0.001927091555175631,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.081220435905662e-05,0.006840605901011572,4.679388909295435e-05,0,0,0,0.8028051405019745,0.7393179489408888
2022-04-13,2022-04-18,2.6172491721608014e-05,4.048633222869236e-05,7.647534328073133e-05,0.005115905757694136,0.006264972829597161,0.00802995391531046,2.957519895044714e-05,0.005438308464076596,0.002484440339855793,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.4518188607080335e-05,0.006279099714208382,3.942709322097179e-05,0,0,0,0.7033631213291466,0.6229265884467595
2022-04-18,2022-04-19,2.957519895044714e-05,3.410652595265457e-05,6.208691239235931e-05,0.005438308464076596,0.005784524445528385,0.007431498899451664,6.436525021011785e-05,0.008022795660498768,-0.017635579619923597,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.084403215083636e-05,0.006089019562211522,3.70761592289946e-05,1,0,0,0.6453134514262613,0.5857831124345105
2022-04-19,2022-04-20,6.436525021011785e-05,4.219953994800342e-05,5.2789796223240104e-05,0.008022795660498768,0.006411327366021716,0.007050797534265662,2.2230570075030143e-05,0.004714930548272174,0.0037427569586779394,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.040672395044851e-05,0.006934132137779824,4.8082188504190994e-05,0,0,0,0.7963987709986328,0.7596723776237708
2022-04-20,2022-04-21,2.2230570075030143e-05,3.7202648351955945e-05,4.821809469958372e-05,0.004714930548272174,0.005980049628297962,0.006761390865571748,3.5028955952774877e-05,0.005918526501822466,-0.0004664512202108885,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,3.806730817665951e-05,0.005860645398004391,3.434716448115005e-05,0,0,0,0.6014427257149308,0.5426664824908225
2022-04-21,2022-04-25,3.5028955952774877e-05,3.547449338199561e-05,4.621959476521524e-05,0.005918526501822466,0.005842093386472827,0.006626416304847931,7.206922690978902e-05,0.008489359628958418,-0.025021913255688245,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.0148862365371545e-05,0.006103580631634676,3.7253696526865946e-05,1,0,0,0.6343301476248915,0.5885881049980056
2022-04-25,2022-04-26,7.206922690978902e-05,4.465384041963181e-05,4.5616469118029794e-05,0.008489359628958418,0.006516784160725685,0.00659239372365509,3.905373436846758e-05,0.006249298710132808,-0.0016415208210551534,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.1966168970158026e-05,0.007019732476556793,4.927664404242617e-05,0,0,0,0.8210371525438699,0.7785441242502353
2022-04-26,2022-04-27,3.905373436846758e-05,4.6549547503235895e-05,4.21991823974643e-05,0.006249298710132808,0.006678982209936927,0.006390633089400779,7.119420268124432e-05,0.008437665712816804,-0.010650503033858212,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.436835262788423e-05,0.006458368955763562,4.171052956877052e-05,1,0,0,0.700995794505835,0.6590036384615192
2022-04-27,2022-04-28,7.119420268124432e-05,4.791533799746119e-05,4.3477397527722956e-05,0.008437665712816804,0.006761956220400533,0.006475843432967105,3.863133701858587e-05,0.006215411250962069,0.013400576423994844,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,5.2578235189846545e-05,0.00707687526048411,5.008216345245204e-05,0,0,0,0.8307074652904173,0.7912708919884199
2022-04-28,2022-05-02,3.863133701858587e-05,5.1195491386172326e-05,4.4098751444483065e-05,0.006215411250962069,0.007062052360938513,0.00653126423503305,5.633037721859877e-05,0.007505356568384927,-0.0221558740023288,2022,323,4.9531718039557e-05,6.32933221220843e-05,-0.01691557255196796,4.619856632078595e-05,0.0066130729725218575,4.3732734139899074e-05,0,0,0,0.7299121735413908,0.6909533687542031
