trade_date,acquisition_status,evidence_status,canonical_n,cache_exact_n,exact_close,lineage_id,retrieved_at,gap_action,impacted_readiness_cells
2026-02-19,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4996.15684,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-20,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5103.73513,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-21,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5098.58266,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-22,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5098.57113,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-23,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5227.67983,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-24,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5143.59515,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-25,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5164.81572,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-26,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5184.81729,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-27,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5278.63621,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-02-28,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5277.92142,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-02"",""EMERGENCY_REVERSAL:2026-02"",""FAST:2026-02"",""FAST:2026-03"",""MONTHLY_DIRECTION_3M:2026-03"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""SLOW:2026-02"",""SLOW:2026-03""]"
2026-03-01,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5277.92054,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-02,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5322.13417,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-03,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5088.51267,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-04,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5140.82678,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-05,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5082.31269,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-06,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5171.6658,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-07,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5171.14473,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-08,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5171.11617,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-09,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5138.19107,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-10,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5192.27976,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-11,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5176.2569,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-12,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5079.16964,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-13,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5020.95025,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-14,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5019.80006,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-15,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5019.79638,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-16,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5006.45592,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-17,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,5005.92663,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-18,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4818.75011,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-19,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4650.55144,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-20,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4494.78788,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-21,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4497.50765,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-22,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4497.48042,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-23,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4407.20499,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-24,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4474.51182,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-25,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4506.29133,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-26,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4377.53433,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-27,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4494.17866,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-28,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4507.69793,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-29,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4507.68007,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-30,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4510.8908,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-03-31,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4668.12263,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-03"",""EMERGENCY_REVERSAL:2026-03"",""FAST:2026-03"",""FAST:2026-04"",""MONTHLY_DIRECTION_3M:2026-04"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""SLOW:2026-03"",""SLOW:2026-04""]"
2026-04-01,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4758.2884,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-04"",""EMERGENCY_REVERSAL:2026-04"",""FAST:2026-04"",""FAST:2026-05"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""MONTHLY_DIRECTION_3M:2026-08"",""SLOW:2026-04"",""SLOW:2026-05""]"
2026-04-02,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4676.80514,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-04"",""EMERGENCY_REVERSAL:2026-04"",""FAST:2026-04"",""FAST:2026-05"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""MONTHLY_DIRECTION_3M:2026-08"",""SLOW:2026-04"",""SLOW:2026-05""]"
2026-04-03,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4676.49845,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-04"",""EMERGENCY_REVERSAL:2026-04"",""FAST:2026-04"",""FAST:2026-05"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""MONTHLY_DIRECTION_3M:2026-08"",""SLOW:2026-04"",""SLOW:2026-05""]"
2026-04-04,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4676.50865,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-04"",""EMERGENCY_REVERSAL:2026-04"",""FAST:2026-04"",""FAST:2026-05"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""MONTHLY_DIRECTION_3M:2026-08"",""SLOW:2026-04"",""SLOW:2026-05""]"
2026-04-05,AVAILABLE,RESEARCH_CACHE_UNIQUE_EXACT_16_59_CLOSE_ONLY,0,1,4676.50455,,,EXACT_OHLC_REPROBE_REQUIRED_BEFORE_CONTROLLED_WRITE,"[""EMERGENCY_LEVEL:2026-04"",""EMERGENCY_REVERSAL:2026-04"",""FAST:2026-04"",""FAST:2026-05"",""MONTHLY_DIRECTION_3M:2026-05"",""MONTHLY_DIRECTION_3M:2026-06"",""MONTHLY_DIRECTION_3M:2026-07"",""MONTHLY_DIRECTION_3M:2026-08"",""SLOW:2026-04"",""SLOW:2026-05""]"
