month,actual,rw,mom,vw,patch_r1,vw_ape,patch_r1_ape,mom_ape,rw_ape,patch_v4,predicted_log_return,patch_v4_ape
2024-07,2398.0,2326.0,2386.563656742873,2323.4170695392827,2342.692134797303,3.1102139474861263,2.306416397109968,0.4769117288209837,3.0025020850708923,2280.979149763181,-0.019545251667572927,4.879935372678028
2024-08,2470.0,2398.0,2421.101264026976,2443.552476227449,2446.5924464644786,1.0707499503057083,0.9476742322073444,1.9797059098390293,2.91497975708502,2454.6130277999823,0.023334066066134085,0.6229543400816875
2024-09,2571.0,2470.0,2511.451273397274,2515.860208522791,2499.9786720432858,2.144682671225562,2.7624009318052987,2.3161698406350144,3.928432516530533,2550.919070112801,0.0322355632469673,0.7810552270400268
2024-10,2690.0,2571.0,2658.3027076770195,2620.766778671481,2585.780742201301,2.573725699944944,3.874321851252746,1.1783380045717655,4.4237918215613385,2571.9700473933067,0.00037723237579501134,4.387730580174472
2024-11,2651.0,2690.0,2795.090410352186,2727.2644749948863,2739.7678519660863,2.876819124665648,3.3484666905351284,5.435322910305023,1.4711429649188985,2772.6040401593204,0.03024577168085596,4.5871007227205
2024-12,2648.0,2651.0,2715.2231604821027,2652.4268504138413,2632.490025610177,0.167177130432073,0.5857241083770064,2.5386389910159624,0.1132930513595166,2666.376791874789,0.005783616749279297,0.6939876085645384
2025-01,2710.0,2648.0,2675.058766588142,2656.804316261684,2661.09037863034,1.96294035934745,1.8047830763712107,1.2893444063416186,2.2878228782287824,2664.011160611666,0.0060283040133989885,1.6970051434809545
2025-02,2895.0,2710.0,2717.0316438495006,2808.203118791661,2764.792927504148,2.9981651540013496,4.497653626799727,6.147438899844539,6.390328151986183,2720.523552711158,0.003875709508291164,6.026820286315782
2025-03,2983.0,2895.0,2982.378753900627,2905.08897621302,2986.928343375189,2.61183452185652,0.1316910283335195,0.0208262185508853,2.950050284948039,2948.170067558485,0.018199550769278372,1.167614228679692
2025-04,3218.0,2983.0,3104.385047925515,3100.625457847021,3005.056943554018,3.647437605748255,6.617248491174088,3.530607584663916,7.302672467371038,3002.1983735192744,0.0064153059482312536,6.706079132402911
2025-05,3309.0,3218.0,3408.33683863975,3264.770415977991,3261.598732673675,1.336645029374706,1.4324952350052906,3.00201990449532,2.750075551526141,3268.143586062696,0.015462064446053247,1.234705770241881
2025-06,3353.0,3309.0,3460.6133308545463,3334.4436573768608,3365.372958912546,0.5534250707765954,0.369011598942618,3.2094640875200224,1.31225767968983,3335.3807778107084,0.00794082016558445,0.5254763551831666
2025-07,3340.0,3353.0,3487.51705593199,3400.974778479414,3480.140011884301,1.8255921700423352,4.195808739050935,4.416678321317065,0.3892215568862275,3374.3078400463005,0.006334751376988246,1.0271808397095956
2025-08,3368.0,3340.0,3381.970860225313,3327.460592510277,3403.614718261681,1.2036641178658876,1.0574441289097682,0.4148117644095344,0.831353919239905,3353.005117040036,0.0038861866022916747,0.44521623990391596
2025-09,3667.68,3368.0,3387.9870335706432,3481.400845380765,3425.766440157267,5.078936947041038,6.5958196964493325,7.6258824769161055,8.170832788029486,3399.7292702076415,0.009376705662167417,7.30572813856057
2025-10,4058.33,3667.68,3781.9706926066647,3798.3946543052384,3700.3993517070376,6.4049829780910255,8.819653608576985,6.809680518669878,9.625880596205832,3692.211768646607,0.0066663641987793065,9.021401200823806
2025-11,4087.0,4058.33,4334.125082499349,4092.4791207609255,4119.201574893441,0.1340621668932108,0.7879024931108617,6.046613224843393,0.7014925373134346,4096.674572468308,0.009404005776257773,0.23671574426982664
2025-12,4309.0,4087.0,4362.946853032419,4172.658626185684,4143.757468113472,3.1641070738991943,3.834823204607287,1.2519576011236786,5.152007426317011,4100.231882149346,0.0032323241506483358,4.844931952904471
2026-01,4753.0,4309.0,4550.15250483926,4410.506150271823,4442.291969783382,7.205845775892643,6.537092998456086,4.267778143503902,9.34146854618136,4346.279390941659,0.008614308051308306,8.557134631986983
2026-02,5020.0,4753.0,5013.501159375402,5079.488249048107,4896.613880731229,1.1850248814363906,2.4578908220870703,0.1294589765856258,5.318725099601593,4811.551613951861,0.012243615330950086,4.152358287811527
2026-03,4856.0,5020.0,5377.31317001945,5218.31178045727,5215.903202333923,7.461115742530278,7.41151569880402,10.73544419315177,3.3772652388797364,5154.258670056443,0.02639336548143767,6.142064869366627
2026-04,4721.0,4856.0,5060.835586681359,4806.672642106696,4948.680798785073,1.814713876439229,4.822723973418204,7.198381416677801,2.8595636517686933,4856.816726671151,0.0001681750404767257,2.876863517711305
2026-05,4587.0,4721.0,4714.241204979105,4761.057377208789,4779.510518976639,3.794579838866125,4.196872007338983,2.7739525829323,2.921299324177022,4761.286729241709,0.008497311418234232,3.7995798831852756
2026-06,4228.0,4587.0,4451.142541824896,4601.3846662066735,4647.372707707124,8.83123619221082,9.91893821445422,5.27773277731543,8.491012298959319,4542.484961246114,-0.009752005010121412,7.438149509132306
2026-07,4073.0,4228.0,4038.5163496373502,4106.6330292678895,4230.337895821845,0.8257556903483789,3.862948583890141,0.8466400776491473,3.805548735575743,4250.230340942389,0.00524411132848035,4.351346450832049
